t_s,roll_deg,pitch_deg,pitch_accel_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
8.743,-1.79,-3.86,15.11,-2.8711,-3.6388,-0.6914,10.6094,19.61,83.90,0.00,1
8.758,-1.77,-3.83,25.32,-4.0625,-3.6162,-0.3437,8.5781,19.61,82.21,0.00,1
8.775,-1.74,-3.78,20.40,-3.4844,-3.6404,-0.6523,9.3477,19.61,80.07,0.00,1
8.794,-1.71,-3.72,24.96,-4.0625,-3.7241,-1.0742,8.6602,17.02,80.29,0.00,1
8.815,-1.67,-3.62,21.98,-3.7148,-3.7515,0.3437,9.1992,17.02,78.38,0.00,1
8.826,-1.66,-3.59,21.98,-3.7148,-3.7459,0.3437,9.1992,17.02,76.39,0.00,1
8.845,-1.64,-3.56,25.02,-4.1758,-3.9821,0.6523,8.9219,17.02,77.20,0.00,1
8.864,-1.63,-3.55,25.91,-4.1758,-4.0371,0.9570,8.5430,17.02,74.49,0.00,1
8.877,-1.65,-3.54,12.85,-2.5273,-3.9359,0.4961,11.0703,17.02,74.43,0.00,1
8.894,-1.69,-3.53,21.06,-3.4844,-3.6130,0.9180,9.0039,17.02,72.38,0.00,1
8.914,-1.75,-3.54,14.77,-2.7578,-3.4083,-0.3047,10.4531,17.02,70.39,0.00,1
8.933,-1.81,-3.54,29.21,-4.3281,-3.5714,0.3437,7.7344,17.02,70.31,0.00,1
8.945,-1.84,-3.56,24.66,-4.0977,-3.6878,-0.3047,8.9219,17.02,67.53,0.00,1
8.964,-1.92,-3.55,14.52,-2.9102,-3.5413,0.5352,11.2227,17.02,67.35,0.00,1
8.985,-2.01,-3.52,22.31,-3.8672,-3.5331,-0.1523,9.4219,14.26,65.22,0.00,1
8.996,-2.06,-3.51,22.31,-3.8672,-3.5844,-0.1523,9.4219,14.26,64.93,0.00,1
9.016,-2.14,-3.49,20.85,-3.7930,-4.0264,0.0781,9.9609,14.26,62.46,0.00,1
9.034,-2.20,-3.45,22.67,-4.0977,-3.9846,0.0391,9.8086,14.26,62.21,0.00,1
9.047,-2.24,-3.42,18.71,-3.4102,-3.9546,0.0000,10.0703,14.26,60.09,0.00,1
9.064,-2.29,-3.38,22.31,-3.9453,-3.8430,-0.1523,9.6133,14.26,59.89,0.00,1
9.083,-2.31,-3.38,24.56,-4.2539,-3.9194,-0.8438,9.2695,14.26,57.19,0.00,1
9.098,-2.33,-3.40,21.65,-3.8320,-3.9371,-0.8828,9.6133,14.26,57.15,0.00,1
9.116,-2.34,-3.41,17.10,-3.2187,-3.7655,-1.2656,10.3867,14.26,54.12,0.00,1
9.133,-2.33,-3.40,15.73,-2.9883,-3.5281,-1.2266,10.5352,14.26,53.99,0.00,1
9.156,-2.32,-3.36,22.96,-4.0234,-3.7235,-1.1484,9.4258,14.26,50.98,0.00,1
9.166,-2.32,-3.33,22.96,-4.0234,-3.7696,-1.1484,9.4258,14.26,50.48,0.00,1
9.187,-2.31,-3.30,19.20,-3.4844,-3.9379,0.1133,10.0039,11.74,48.18,0.00,1
9.204,-2.31,-3.29,24.15,-3.9844,-3.8493,-0.0391,8.8867,11.74,48.18,0.00,1
9.217,-2.31,-3.27,23.20,-3.8320,-3.8670,-0.5352,8.9258,11.74,47.40,0.00,1
9.234,-2.33,-3.24,19.74,-3.5625,-3.8355,0.0391,9.9258,11.74,44.88,0.00,1
9.254,-2.37,-3.20,22.50,-3.7539,-3.7848,-1.9531,8.8477,11.74,43.81,0.00,1
9.273,-2.39,-3.20,22.32,-3.7148,-3.7656,-0.9570,9.0000,11.74,43.81,0.00,1
9.286,-2.40,-3.19,21.88,-3.7539,-3.7609,-0.8438,9.3086,11.74,41.49,0.00,1
9.303,-2.42,-3.20,15.81,-2.9883,-3.5891,-0.6133,10.5352,11.74,39.61,0.00,1
9.326,-2.45,-3.16,21.45,-3.6758,-3.6182,-0.3437,9.3477,11.74,39.61,0.00,1
9.336,-2.48,-3.11,21.45,-3.6758,-3.6271,-0.3437,9.3477,11.74,37.31,0.00,1
9.353,-2.53,-3.05,29.83,-4.6367,-3.8535,-0.3047,8.0820,11.74,37.31,0.00,1
9.374,-2.58,-3.01,18.99,-3.5234,-3.7909,-1.3398,10.1484,11.74,35.32,0.00,1
9.394,-2.63,-2.94,28.53,-4.8281,-3.9885,-1.0742,8.8164,9.28,32.23,0.00,1
9.404,-2.65,-2.91,24.55,-4.2891,-4.0743,-0.1523,9.3867,9.28,32.23,0.00,1
9.424,-2.70,-2.85,28.88,-4.8281,-4.1784,-0.5352,8.7383,9.28,29.80,0.00,1
9.443,-2.76,-2.78,18.54,-3.5625,-4.1198,-0.4961,10.6133,9.28,29.80,0.00,1
9.455,-2.79,-2.75,24.92,-4.3281,-4.0954,-0.3047,9.3086,9.28,26.12,0.00,1
9.473,-2.86,-2.65,24.45,-4.2891,-4.1661,-0.4961,9.4219,9.28,26.12,0.00,1
9.493,-2.92,-2.55,22.11,-3.9844,-4.1336,-0.9180,9.7656,9.28,26.12,0.00,1
9.506,-2.95,-2.49,24.91,-4.2148,-4.1515,-1.1484,9.0039,9.28,22.74,0.00,1
9.523,-3.00,-2.41,21.57,-3.8320,-4.0848,-0.3437,9.6875,9.28,22.74,0.00,1
9.545,-3.06,-2.33,21.27,-3.9062,-4.0268,-0.8047,10.0000,9.28,22.74,0.00,1
9.557,-3.08,-2.30,21.27,-3.9062,-4.0082,-0.8047,10.0000,9.28,18.41,0.00,1
9.577,-3.14,-2.25,18.44,-3.3711,-3.9386,-0.9180,10.0703,9.28,18.41,0.00,1
9.594,-3.19,-2.20,32.47,-4.9805,-3.9064,-0.8828,7.7773,6.41,18.41,0.00,1
9.613,-3.24,-2.17,21.98,-3.9453,-4.0435,-0.3437,9.7695,6.41,18.41,0.00,1
9.626,-3.26,-2.17,23.11,-3.9062,-4.0253,-0.8047,9.1172,6.41,18.41,0.00,1
9.644,-3.32,-2.13,27.03,-4.4453,-4.1040,-0.5742,8.6953,6.41,12.97,0.00,1
9.663,-3.38,-2.09,23.07,-3.9453,-4.0901,-0.8438,9.2266,6.41,12.97,0.00,1
9.676,-3.41,-2.05,22.18,-3.9062,-4.0494,-0.8438,9.5430,6.41,12.97,0.00,1
9.693,-3.45,-1.99,20.03,-3.6406,-3.9500,-1.0742,9.9258,6.41,12.97,0.00,1
9.717,-3.49,-1.91,17.28,-3.3320,-3.8509,-1.4570,10.6133,6.41,12.97,0.00,1
9.727,-3.49,-1.88,17.28,-3.3320,-3.7712,-1.4570,10.6133,6.41,12.97,0.00,1
9.746,-3.46,-1.84,15.26,-2.8711,-3.6395,-0.7266,10.4961,6.41,12.97,0.00,1
9.765,-3.45,-1.81,29.58,-4.4453,-3.5475,-0.9180,7.7773,6.41,12.97,0.00,1
9.778,-3.43,-1.81,20.06,-3.1797,-3.6449,-1.2656,8.6172,6.41,12.97,0.00,1
9.796,-3.43,-1.81,21.79,-3.1016,-3.5067,-1.8008,7.5469,0.35,12.97,0.00,1
9.814,-3.41,-1.81,12.47,-1.9141,-3.2094,-1.4180,8.5391,0.35,5.64,0.00,1
9.833,-3.34,-1.87,4.08,-0.6523,-2.4886,-0.6133,9.1211,0.35,5.64,0.00,1
9.846,-3.31,-1.89,-3.26,0.5742,-2.1084,0.1523,10.0703,0.35,5.64,0.00,1
9.863,-3.26,-2.00,-3.98,0.6523,-1.1766,0.6133,9.3477,0.35,5.64,0.00,1
9.887,-3.23,-2.14,-7.44,1.2656,-0.3871,-0.1133,9.6875,0.35,5.64,0.00,1
9.897,-3.22,-2.19,-7.44,1.2656,-0.1332,-0.1133,9.6875,0.35,5.64,0.00,1
9.914,-3.23,-2.27,-1.84,0.2695,0.0431,-0.1523,8.3945,0.35,5.64,0.00,1
9.935,-3.23,-2.30,3.32,-0.4609,0.1719,-0.9570,7.8906,0.35,5.64,0.00,1
9.954,-3.24,-2.26,-3.04,0.5352,0.1766,-0.0781,10.0742,0.35,5.64,0.00,1
9.966,-3.26,-2.19,1.39,-0.2305,0.1947,-0.1914,9.5039,0.35,5.64,0.00,1
9.984,-3.27,-2.12,-3.81,0.6914,0.1479,0.0000,10.3828,0.35,5.64,0.00,1
10.003,-3.29,-2.02,-2.87,0.4961,0.2899,0.0781,9.8867,0.07,5.64,0.00,1
10.016,-3.30,-1.96,-7.12,1.3789,0.3922,0.1523,11.0312,0.07,5.64,0.00,1
10.033,-3.34,-1.79,-0.52,0.0781,0.4407,0.0391,8.6602,0.07,5.64,0.00,1
10.054,-3.40,-1.62,-3.97,0.6914,0.4736,0.2305,9.9648,0.07,5.64,0.00,1
