t_s,roll_deg,pitch_deg,pitch_gravity_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.003,-2.92,-1.07,-1.05,0.0781,0.7106,-0.1523,9.3047,0.02,0.00,0.00,1
0.024,-2.93,-1.08,-1.05,0.4961,0.5647,-0.4961,9.8867,0.02,0.00,0.00,1
0.041,-2.95,-1.06,-1.05,-0.5352,0.3131,-0.6914,8.0117,0.02,0.00,0.00,1
0.054,-2.96,-1.07,-1.05,0.5742,0.2715,-0.4609,9.7695,0.02,0.00,0.00,1
0.071,-2.99,-1.06,-1.05,-0.1523,0.2139,-0.5742,9.1992,0.02,0.00,0.00,1
0.091,-3.01,-1.04,-1.05,-0.1523,0.1101,-0.4219,8.9258,0.02,0.00,0.00,1
0.113,-3.03,-1.04,-1.05,0.6133,0.1758,-0.3828,9.8867,0.02,0.00,0.00,1
0.122,-3.05,-1.04,-1.05,0.6133,0.2430,-0.3828,9.8867,0.02,0.00,0.00,1
0.143,-3.07,-1.05,-1.05,0.6133,0.3144,-0.4219,9.6875,0.02,0.00,0.00,1
0.163,-3.11,-1.04,-1.05,0.6914,0.4054,-0.9180,9.7695,0.02,0.00,0.00,1
0.173,-3.12,-1.03,-1.05,-0.4219,0.3796,-0.3437,8.3555,0.02,0.00,0.00,1
0.192,-3.16,-1.04,-1.05,-0.0781,0.1798,-0.5352,9.2305,0.02,0.00,0.00,1
0.211,-3.19,-1.04,-1.05,-0.4219,0.0158,-0.7656,8.2773,0.02,0.00,0.00,1
0.224,-3.20,-1.05,-1.05,0.4609,0.0192,-0.1523,9.8047,0.02,0.00,0.00,1
0.243,-3.22,-1.06,-1.05,0.2695,0.1274,-0.5742,9.8437,0.02,0.00,0.00,1
0.260,-3.27,-1.05,-1.05,0.5742,0.2433,-0.6133,9.8437,0.02,0.00,0.00,1
0.283,-3.31,-1.06,-1.05,0.6523,0.2924,-0.4609,10.1914,0.02,0.00,0.00,1
0.292,-3.33,-1.05,-1.05,0.6523,0.3477,-0.4609,10.1914,0.02,0.00,0.00,1
0.314,-3.35,-1.06,-1.05,0.3437,0.2161,-0.4609,9.5039,0.02,0.00,0.00,1
0.333,-3.39,-1.07,-1.05,-0.2305,0.2064,-0.9570,8.8437,0.02,0.00,0.00,1
0.352,-3.42,-1.06,-1.05,-0.3047,0.0410,-0.3437,9.0781,0.02,0.00,0.00,1
0.363,-3.43,-1.06,-1.05,0.0781,0.0185,-0.9180,9.1602,0.02,0.00,0.00,1
0.383,-3.44,-1.07,-1.05,0.8438,0.2083,-0.4961,10.3867,0.02,0.00,0.00,1
0.394,-3.46,-1.06,-1.05,-0.0391,0.2353,-0.6133,8.7383,0.02,0.00,0.00,1
0.412,-3.48,-1.08,-1.05,0.5352,0.2034,-0.7656,10.2266,0.02,0.00,0.00,1
0.431,-3.50,-1.08,-1.05,-0.1133,0.1730,-0.9180,9.0820,0.02,0.00,0.00,1
0.453,-3.51,-1.07,-1.05,0.0000,0.0455,-0.8828,9.1211,0.02,0.00,0.00,1
0.462,-3.52,-1.07,-1.05,0.0000,0.0385,-0.8828,9.1211,0.02,0.00,0.00,1
0.483,-3.54,-1.06,-1.05,0.3047,0.1436,-0.4961,9.3828,0.02,0.00,0.00,1
0.503,-3.54,-1.09,-1.05,0.6133,0.2140,-0.7266,10.0039,0.02,0.00,0.00,1
0.523,-3.54,-1.10,-1.10,0.6133,0.3501,-1.0352,9.7656,0.02,0.00,0.00,1
0.532,-3.55,-1.09,-1.10,-0.4219,0.3077,-0.6133,8.3164,0.02,0.00,0.00,1
0.552,-3.54,-1.09,-1.10,0.0000,0.1345,-0.6523,9.4219,0.02,0.00,0.00,1
0.564,-3.54,-1.09,-1.10,-0.4219,0.0710,-0.8047,8.4648,0.02,0.00,0.00,1
0.583,-3.53,-1.11,-1.10,0.4961,0.0047,-0.3437,9.9648,0.02,0.00,0.00,1
0.600,-3.53,-1.11,-1.10,0.6523,0.2068,-0.6133,9.9648,0.02,0.00,0.00,1
0.620,-3.53,-1.11,-1.10,0.7266,0.3496,-0.9961,10.0742,0.02,0.00,0.00,1
0.632,-3.53,-1.11,-1.10,-0.0781,0.2549,-0.4961,8.7773,0.02,0.00,0.00,1
0.651,-3.51,-1.11,-1.10,0.4961,0.2875,-0.5742,9.8437,0.02,0.00,0.00,1
0.674,-3.51,-1.12,-1.10,0.4961,-0.0261,-0.4961,9.7305,0.02,0.00,0.00,1
0.683,-3.50,-1.14,-1.10,0.4961,0.0541,-0.4961,9.7305,0.02,0.00,0.00,1
0.703,-3.49,-1.13,-1.10,0.4219,0.1289,-0.6523,9.8086,0.02,0.00,0.00,1
0.724,-3.48,-1.13,-1.10,0.2305,0.1967,-0.6523,9.2695,0.02,0.00,0.00,1
0.734,-3.47,-1.13,-1.10,0.6914,0.2410,-0.4961,10.1875,0.02,0.00,0.00,1
0.752,-3.46,-1.14,-1.10,-0.3047,0.2891,-0.5742,8.5820,0.02,0.00,0.00,1
0.771,-3.44,-1.15,-1.10,0.1914,0.1964,-0.6523,9.6875,0.00,0.00,0.00,1
0.791,-3.42,-1.15,-1.10,0.0781,0.1699,-0.8047,9.4258,0.00,0.00,0.00,1
0.803,-3.42,-1.15,-1.15,-0.5352,0.0139,-0.5742,8.1992,0.00,0.00,0.00,1
0.820,-3.40,-1.15,-1.15,-0.1523,-0.0886,-0.5352,9.1602,0.00,0.00,0.00,1
0.843,-3.39,-1.14,-1.15,0.4219,0.0446,-0.2695,9.6133,0.00,0.00,0.00,1
0.853,-3.38,-1.15,-1.15,0.4219,0.1025,-0.2695,9.6133,0.00,0.00,0.00,1
0.873,-3.36,-1.15,-1.15,0.6914,0.2799,-1.0352,9.8828,0.00,0.00,0.00,1
0.893,-3.34,-1.14,-1.15,-0.1133,0.3322,-0.3047,8.6562,0.00,0.00,0.00,1
0.904,-3.33,-1.14,-1.15,0.0391,0.2458,-0.5352,9.1953,0.00,0.00,0.00,1
0.922,-3.31,-1.14,-1.15,-0.4609,0.1472,-0.7656,8.4258,0.00,0.00,0.00,1
0.940,-3.29,-1.13,-1.15,0.1523,0.0756,-0.3047,9.3828,0.00,0.00,0.00,1
0.960,-3.28,-1.14,-1.15,0.3047,0.1311,-0.4219,9.7305,0.02,0.00,0.00,1
0.972,-3.27,-1.13,-1.15,1.0352,0.2162,-1.0352,10.0742,0.02,0.00,0.00,1
0.991,-3.24,-1.13,-1.15,0.2305,0.3173,-0.3047,9.3477,0.02,0.00,0.00,1
1.013,-3.22,-1.12,-1.15,-0.7656,0.2549,-0.6914,8.1602,0.02,0.00,0.00,1
1.023,-3.21,-1.12,-1.15,-0.7656,0.0982,-0.6914,8.1602,0.02,0.00,0.00,1
1.040,-3.19,-1.12,-1.15,0.1133,0.0477,-0.3437,9.6094,0.02,0.00,0.00,1
1.062,-3.17,-1.12,-1.15,0.0391,0.0142,-0.8438,9.0430,0.02,0.00,0.00,1
1.083,-3.16,-1.12,-1.10,0.2305,0.0650,-0.2695,9.5781,0.02,0.00,0.00,1
1.092,-3.14,-1.12,-1.10,0.7266,0.1301,-0.6133,10.0742,0.02,0.00,0.00,1
1.112,-3.12,-1.11,-1.10,-0.0391,0.2380,-0.3437,8.8867,0.02,0.00,0.00,1
1.131,-3.10,-1.11,-1.10,0.4609,0.2542,-0.5742,10.0703,0.02,0.00,0.00,1
1.142,-3.10,-1.11,-1.10,0.1523,0.2613,-0.5742,9.6523,0.02,0.00,0.00,1
1.161,-3.08,-1.10,-1.10,-0.4961,0.0806,-0.3828,8.3125,0.00,0.00,0.00,1
1.180,-3.06,-1.10,-1.10,-0.1523,-0.0069,-0.4961,8.8867,0.00,0.00,0.00,1
1.193,-3.05,-1.09,-1.10,0.1914,0.0370,-0.6523,9.1562,0.00,0.00,0.00,1
1.211,-3.02,-1.09,-1.10,0.4961,0.1482,-0.2305,9.5781,0.00,0.00,0.00,1
1.232,-3.02,-1.08,-1.10,0.8438,0.3354,-0.8047,10.1523,0.00,0.00,0.00,1
1.244,-3.01,-1.08,-1.10,0.8438,0.4135,-0.8047,10.1523,0.00,0.00,0.00,1
1.263,-2.99,-1.08,-1.10,0.1133,0.3140,-0.4219,9.2695,0.00,0.00,0.00,1
1.282,-2.97,-1.08,-1.10,-0.6914,0.1927,-0.6914,8.1953,0.00,0.00,0.00,1
1.301,-2.96,-1.09,-1.10,0.1914,0.0867,-0.1914,9.4648,0.00,0.00,0.00,1
1.313,-2.95,-1.09,-1.10,0.1133,0.0965,-0.6133,9.2656,0.00,0.00,0.00,1
1.331,-2.95,-1.08,-1.10,0.2695,0.1368,-0.6133,9.2656,0.00,0.00,0.00,1
1.351,-2.93,-1.08,-1.10,0.2695,0.1745,-0.3047,9.6875,0.00,0.00,0.00,1
1.363,-2.92,-1.08,-1.10,0.9180,0.3390,-0.4961,10.2305,0.02,0.00,0.00,1
1.381,-2.90,-1.09,-1.10,-0.2695,0.2404,-0.3828,8.6602,0.02,0.00,0.00,1
1.403,-2.90,-1.11,-1.10,-0.0391,0.2382,-0.6133,9.1602,0.02,0.00,0.00,1
1.414,-2.89,-1.10,-1.10,-0.0391,0.1956,-0.6133,9.1602,0.02,0.00,0.00,1
1.434,-2.88,-1.10,-1.10,-0.1523,-0.0104,-0.3047,9.2695,0.02,0.00,0.00,1
1.454,-2.86,-1.10,-1.10,0.5352,0.0044,-0.7656,9.4609,0.02,0.00,0.00,1
1.465,-2.86,-1.10,-1.10,0.3828,0.1096,-0.0781,9.7656,0.02,0.00,0.00,1
1.482,-2.84,-1.12,-1.10,0.7266,0.2146,-0.6133,10.2305,0.02,0.00,0.00,1
1.501,-2.83,-1.12,-1.10,0.6914,0.3814,-0.6523,10.0703,0.02,0.00,0.00,1
1.521,-2.82,-1.12,-1.10,-0.2305,0.2653,-0.2305,8.6211,0.02,0.00,0.00,1
1.533,-2.82,-1.12,-1.10,0.0000,0.2076,-0.4609,9.2305,0.02,0.00,0.00,1
1.551,-2.81,-1.11,-1.10,-0.4961,0.0270,-0.7266,8.2773,0.02,0.00,0.00,1
1.573,-2.80,-1.13,-1.10,0.1914,0.0516,-0.4219,9.8047,0.04,0.00,0.00,1
1.584,-2.79,-1.14,-1.10,0.1914,0.0731,-0.4219,9.8047,0.04,0.00,0.00,1
1.604,-2.78,-1.13,-1.10,0.3437,0.1805,-0.3437,9.6094,0.04,0.00,0.00,1
1.623,-2.77,-1.13,-1.10,0.6914,0.2546,-0.3828,10.0000,0.04,0.00,0.00,1
1.644,-2.77,-1.12,-1.10,-0.5352,0.1321,-0.6523,8.1953,0.04,0.00,0.00,1
1.653,-2.75,-1.13,-1.10,0.1914,0.0877,-0.3437,9.7266,0.04,0.00,0.00,1
1.673,-2.74,-1.13,-1.10,-0.3437,0.0743,-0.3828,8.8125,0.04,0.00,0.00,1
1.691,-2.73,-1.13,-1.10,0.1523,0.0416,-0.6523,9.2305,0.04,0.00,0.00,1
1.704,-2.72,-1.13,-1.10,0.1914,0.0617,-0.4219,9.4219,0.04,0.00,0.00,1
1.720,-2.70,-1.12,-1.10,0.9180,0.2667,-0.4219,10.1523,0.04,0.00,0.00,1
1.744,-2.68,-1.13,-1.10,0.3828,0.2280,-0.4219,10.1133,0.04,0.00,0.00,1
1.754,-2.68,-1.13,-1.10,0.3828,0.2518,-0.4219,10.1133,0.06,0.00,0.00,1
1.771,-2.66,-1.13,-1.10,0.0781,0.2215,-0.5742,9.2695,0.06,0.00,0.00,1
1.794,-2.64,-1.13,-1.10,-0.0781,0.0103,-0.4219,9.0781,0.06,0.00,0.00,1
1.813,-2.63,-1.13,-1.10,0.2305,0.0099,-0.6523,9.1562,0.06,0.00,0.00,1
1.824,-2.62,-1.12,-1.10,0.4609,0.0772,-0.1914,9.6875,0.06,0.00,0.00,1
1.843,-2.60,-1.11,-1.10,0.5742,0.1951,-0.5742,10.1094,0.06,0.00,0.00,1
1.860,-2.58,-1.11,-1.10,0.7266,0.3580,-0.6523,9.9648,0.06,0.00,0.00,1
1.873,-2.57,-1.10,-1.10,0.0391,0.3596,-0.3828,9.0820,0.06,0.00,0.00,1
1.892,-2.55,-1.11,-1.10,0.1914,0.2841,-0.3828,9.4609,0.06,0.00,0.00,1
1.911,-2.53,-1.10,-1.10,-0.7266,0.0546,-0.7266,8.1211,0.06,0.00,0.00,1
1.924,-2.52,-1.11,-1.10,0.1914,0.0849,-0.1523,9.5000,0.06,0.00,0.00,1
1.942,-2.51,-1.09,-1.10,0.1133,0.0978,-0.4609,9.4219,0.06,0.00,0.00,1
1.964,-2.49,-1.08,-1.10,0.3047,0.1343,-0.3828,9.5391,0.02,0.00,0.00,1
1.975,-2.48,-1.09,-1.10,0.3047,0.1605,-0.3828,9.5391,0.02,0.00,0.00,1
1.993,-2.47,-1.09,-1.10,-0.2695,0.2735,-0.4219,8.6172,0.02,0.00,0.00,1
2.013,-2.45,-1.10,-1.10,0.3047,0.1654,-0.3047,10.1914,0.02,0.00,0.00,1
2.031,-2.42,-1.09,-1.10,0.1523,0.1792,-0.4609,9.5039,0.02,0.00,0.00,1
2.043,-2.41,-1.09,-1.10,-0.5742,0.1169,-0.3047,8.3516,0.02,0.00,0.00,1
2.061,-2.39,-1.09,-1.10,-0.0391,-0.0003,-0.3437,9.1602,0.02,0.00,0.00,1
2.081,-2.37,-1.10,-1.10,0.1133,0.0224,-0.6133,9.1953,0.02,0.00,0.00,1
2.094,-2.36,-1.11,-1.10,0.5742,0.0733,-0.2305,9.4648,0.02,0.00,0.00,1
2.112,-2.34,-1.13,-1.10,0.7266,0.2778,-0.3828,10.1914,0.02,0.00,0.00,1
2.133,-2.32,-1.12,-1.10,-0.0391,0.3934,-0.1523,9.0820,0.02,0.00,0.00,1
2.145,-2.31,-1.11,-1.10,-0.0391,0.3270,-0.1523,9.0820,0.02,0.00,0.00,1
2.163,-2.29,-1.11,-1.10,-0.6523,0.1921,-0.6523,8.2773,0.06,0.00,0.00,1
2.183,-2.27,-1.12,-1.10,0.1523,0.0170,-0.1523,9.1953,0.06,0.00,0.00,1
2.202,-2.27,-1.13,-1.10,0.0781,0.0467,-0.2695,9.6484,0.06,0.00,0.00,1
2.214,-2.25,-1.13,-1.10,0.6523,0.0975,-0.4609,9.9219,0.06,0.00,0.00,1
2.233,-2.24,-1.13,-1.10,0.4219,0.2364,-0.2695,9.6523,0.06,0.00,0.00,1
2.251,-2.22,-1.13,-1.10,0.5742,0.3333,-0.2695,10.0352,0.06,0.00,0.00,1
2.264,-2.21,-1.12,-1.10,-0.5742,0.2785,-0.4609,8.1562,0.06,0.00,0.00,1
2.281,-2.20,-1.15,-1.10,0.3437,0.1909,-0.3047,9.4258,0.06,0.00,0.00,1
2.303,-2.19,-1.15,-1.10,-0.2305,0.0722,-0.2695,8.7344,0.06,0.00,0.00,1
2.322,-2.18,-1.15,-1.10,0.1523,0.0170,-0.4219,9.2266,0.06,0.00,0.00,1
2.332,-2.16,-1.15,-1.10,0.1523,0.0378,-0.4219,9.2266,0.06,0.00,0.00,1
2.353,-2.16,-1.14,-1.10,0.0781,0.2309,-0.1523,9.0039,0.06,0.00,0.00,1
2.373,-2.14,-1.16,-1.10,0.4219,0.2151,-0.3437,10.1133,0.02,0.00,0.00,1
2.384,-2.14,-1.17,-1.10,0.0000,0.2131,-0.3828,9.2656,0.02,0.00,0.00,1
2.403,-2.14,-1.16,-1.10,-0.3437,0.1252,-0.3047,8.3555,0.02,0.00,0.00,1
2.420,-2.13,-1.16,-1.10,-0.1133,0.0163,-0.4219,8.9609,0.02,0.00,0.00,1
2.434,-2.12,-1.15,-1.10,0.4961,0.0452,-0.3437,9.7305,0.02,0.00,0.00,1
2.451,-2.11,-1.17,-1.10,0.2695,0.1487,-0.1523,9.2656,0.02,0.00,0.00,1
2.471,-2.10,-1.18,-1.10,0.6914,0.2764,-0.4961,10.1523,0.02,0.00,0.00,1
2.485,-2.10,-1.18,-1.10,0.0391,0.2238,-0.5742,9.5000,0.02,0.00,0.00,1
2.502,-2.10,-1.18,-1.10,-0.3828,0.0781,-0.1914,8.5391,0.02,0.00,0.00,1
2.523,-2.08,-1.18,-1.10,0.1914,0.0679,-0.4219,9.1602,0.02,0.00,0.00,1
2.543,-2.08,-1.18,-1.10,0.3437,0.1151,-0.0391,9.5039,0.02,0.00,0.00,1
2.553,-2.07,-1.19,-1.10,0.7656,0.1995,-0.3828,10.0000,0.02,0.00,0.00,1
2.573,-2.07,-1.17,-1.10,0.6133,0.3478,-0.5352,9.6094,0.07,0.00,0.00,1
2.591,-2.07,-1.17,-1.10,-0.4961,0.1928,-0.0391,8.5039,0.07,0.00,0.00,1
2.604,-2.07,-1.17,-1.10,0.0391,0.1298,-0.1523,9.5039,0.07,0.00,0.00,1
2.621,-2.07,-1.16,-1.10,-0.3047,0.0228,-0.4219,8.7773,0.07,0.00,0.00,1
2.641,-2.08,-1.17,-1.10,0.5742,0.1244,-0.0781,9.7266,0.07,0.00,0.00,1
2.663,-2.08,-1.16,-1.10,0.6523,0.2920,-0.5352,9.8477,0.07,0.00,0.00,1
2.672,-2.08,-1.15,-1.10,0.6523,0.3473,-0.5352,9.8477,0.07,0.00,0.00,1
2.693,-2.09,-1.14,-1.10,0.4219,0.2531,-0.1914,9.8047,0.07,0.00,0.00,1
2.713,-2.09,-1.14,-1.10,-0.7266,0.2091,-0.3437,8.1602,0.07,0.00,0.00,1
2.724,-2.09,-1.14,-1.10,0.4961,0.0998,-0.1523,9.6914,0.07,0.00,0.00,1
2.742,-2.11,-1.14,-1.10,0.1914,0.1879,-0.0781,9.8086,0.07,0.00,0.00,1
2.761,-2.13,-1.13,-1.10,0.7656,0.3161,-0.4609,9.9258,0.04,0.00,0.00,1
2.774,-2.13,-1.12,-1.10,0.1914,0.3392,-0.3437,9.0781,0.04,0.00,0.00,1
2.793,-2.15,-1.12,-1.10,0.4219,0.3158,-0.1914,9.8867,0.04,0.00,0.00,1
2.811,-2.15,-1.12,-1.10,-0.6914,0.1056,-0.7266,7.9687,0.04,0.00,0.00,1
2.833,-2.18,-1.12,-1.10,0.0391,0.0641,-0.1523,9.3867,0.04,0.00,0.00,1
2.842,-2.19,-1.12,-1.10,0.0391,0.0602,-0.1523,9.3867,0.04,0.00,0.00,1
2.863,-2.21,-1.10,-1.10,0.2695,0.1255,-0.2305,9.3828,0.04,0.00,0.00,1
2.883,-2.22,-1.11,-1.10,0.6914,0.2001,-0.3047,10.0312,0.04,0.00,0.00,1
2.895,-2.23,-1.10,-1.10,-0.3047,0.2292,-0.5352,8.5391,0.04,0.00,0.00,1
2.913,-2.24,-1.11,-1.10,0.4609,0.1390,-0.4961,9.6094,0.04,0.00,0.00,1
2.932,-2.26,-1.10,-1.10,-0.4609,0.0887,-0.3828,9.0039,0.04,0.00,0.00,1
2.944,-2.27,-1.09,-1.10,-0.3437,-0.0236,-0.2695,8.7383,0.04,0.00,0.00,1
2.964,-2.29,-1.09,-1.10,0.0781,-0.0806,-0.3047,9.3086,0.02,0.00,0.00,1
2.981,-2.30,-1.08,-1.10,0.4609,0.0582,-0.2305,9.8437,0.02,0.00,0.00,1
3.003,-2.32,-1.08,-1.10,0.5742,0.1728,-0.4219,9.8867,0.02,0.00,0.00,1
3.012,-2.34,-1.07,-1.10,0.5742,0.2344,-0.4219,9.8867,0.02,0.00,0.00,1
3.031,-2.36,-1.06,-1.10,0.5352,0.3222,-0.6523,9.7656,0.02,0.00,0.00,1
3.053,-2.38,-1.06,-1.10,-0.0391,0.1093,-0.2695,9.3477,0.02,0.00,0.00,1
3.063,-2.39,-1.07,-1.10,-0.0391,0.0865,-0.2695,9.3477,0.02,0.00,0.00,1
3.083,-2.42,-1.06,-1.10,0.3437,0.0199,0.1133,9.7305,0.02,0.00,0.00,1
3.102,-2.46,-1.06,-1.10,0.5742,0.1302,-0.1914,9.8047,0.02,0.00,0.00,1
3.114,-2.47,-1.07,-1.10,0.9180,0.2560,-0.5742,10.3086,0.02,0.00,0.00,1
3.134,-2.51,-1.05,-1.10,0.0000,0.3703,-0.1914,8.9258,0.02,0.00,0.00,1
3.151,-2.55,-1.05,-1.10,0.2305,0.2951,-0.3437,9.8086,0.02,0.00,0.00,1
3.171,-2.59,-1.05,-1.10,-0.9961,0.0053,-0.5742,7.8516,0.00,0.00,0.00,1
3.182,-2.61,-1.06,-1.10,0.4219,0.0975,-0.2305,9.8047,0.00,0.00,0.00,1
3.201,-2.65,-1.04,-1.10,0.1133,0.1212,-0.3828,9.5039,0.00,0.00,0.00,1
3.224,-2.69,-1.03,-1.10,0.3047,0.1939,-0.2695,9.4609,0.00,0.00,0.00,1
3.233,-2.71,-1.04,-1.10,0.3047,0.2109,-0.2695,9.4609,0.00,0.00,0.00,1
3.253,-2.76,-1.04,-1.10,-0.2695,0.3067,-0.6133,8.5820,0.00,0.00,0.00,1
3.273,-2.79,-1.06,-1.10,0.3047,0.1892,-0.4219,9.9219,0.00,0.00,0.00,1
3.284,-2.81,-1.05,-1.10,0.1133,0.1995,-0.7266,9.3477,0.00,0.00,0.00,1
3.304,-2.86,-1.04,-1.10,-0.5352,0.1232,-0.2695,8.1602,0.00,0.00,0.00,1
3.321,-2.91,-1.04,-1.10,-0.1133,-0.0079,-0.4219,9.0000,0.00,0.00,0.00,1
3.341,-2.94,-1.04,-1.10,0.3047,0.0547,-0.8828,9.3086,0.00,0.00,0.00,1
3.353,-2.94,-1.04,-1.10,0.4961,0.1225,-0.3047,9.8086,0.00,0.00,0.00,1
3.371,-2.99,-1.07,-1.10,0.6133,0.2758,-0.6523,10.3867,0.02,0.00,0.00,1
3.394,-3.03,-1.06,-1.10,-0.1914,0.3424,-0.3437,8.8437,0.02,0.00,0.00,1
3.403,-3.04,-1.06,-1.10,-0.1914,0.2604,-0.3437,8.8437,0.02,0.00,0.00,1
3.423,-3.08,-1.05,-1.10,-0.5352,0.1489,-0.8828,8.2383,0.02,0.00,0.00,1
3.443,-3.10,-1.06,-1.10,0.3047,0.0221,-0.1914,9.6914,0.02,0.00,0.00,1
3.455,-3.11,-1.08,-1.10,0.0781,0.0665,-0.7266,9.5430,0.02,0.00,0.00,1
3.474,-3.13,-1.07,-1.10,0.6914,0.1188,-0.7656,9.7305,0.02,0.00,0.00,1
3.492,-3.16,-1.07,-1.10,0.3828,0.2457,-0.6523,9.3047,0.02,0.00,0.00,1
3.505,-3.17,-1.08,-1.10,0.5742,0.2914,-0.4961,10.1133,0.02,0.00,0.00,1
3.523,-3.18,-1.08,-1.10,-0.7656,0.2644,-0.9570,7.7383,0.02,0.00,0.00,1
3.541,-3.20,-1.09,-1.10,0.2695,0.1423,-0.3828,10.0039,0.02,0.00,0.00,1
3.563,-3.22,-1.10,-1.10,0.5352,0.1441,-0.9570,9.6094,0.02,0.00,0.00,1
3.573,-3.22,-1.10,-1.10,0.5352,0.2042,-0.9570,9.6094,0.02,0.00,0.00,1
3.594,-3.22,-1.10,-1.10,0.8438,0.2638,-0.6133,10.1484,0.02,0.00,0.00,1
3.614,-3.24,-1.09,-1.10,-0.4961,0.3211,-0.4961,8.2773,0.02,0.00,0.00,1
3.624,-3.24,-1.10,-1.10,-0.4961,0.1955,-0.4961,8.2773,0.02,0.00,0.00,1
3.644,-3.24,-1.12,-1.10,-0.0391,0.2460,-0.6523,9.0820,0.02,0.00,0.00,1
3.663,-3.25,-1.13,-1.10,-0.1133,0.1592,-0.6133,8.6953,0.02,0.00,0.00,1
3.681,-3.25,-1.12,-1.10,0.1133,0.1165,-0.4219,9.3437,0.02,0.00,0.00,1
3.693,-3.26,-1.11,-1.10,0.4609,0.1438,-0.7266,9.5430,0.02,0.00,0.00,1
3.711,-3.27,-1.12,-1.10,0.0781,0.1672,-0.3437,9.1602,0.02,0.00,0.00,1
3.734,-3.28,-1.14,-1.10,0.7656,0.2769,-0.8828,9.8828,0.02,0.00,0.00,1
3.744,-3.28,-1.14,-1.10,0.7656,0.3520,-0.8828,9.8828,0.02,0.00,0.00,1
3.761,-3.28,-1.14,-1.10,-0.2695,0.2402,-0.2305,8.7344,0.02,0.00,0.00,1
3.784,-3.30,-1.13,-1.10,-0.8047,0.1768,-0.8047,7.9297,0.02,0.00,0.00,1
3.794,-3.30,-1.13,-1.10,-0.8047,0.0261,-0.8047,7.9297,0.02,0.00,0.00,1
3.814,-3.31,-1.14,-1.10,0.0391,0.1150,-0.5352,9.0820,0.02,0.00,0.00,1
3.834,-3.32,-1.14,-1.10,0.3828,0.1209,-0.6914,9.5391,0.02,0.00,0.00,1
3.851,-3.33,-1.14,-1.10,0.4961,0.2353,-0.3047,9.8086,0.02,0.00,0.00,1
3.863,-3.34,-1.14,-1.10,0.5742,0.2816,-0.7656,9.6484,0.02,0.00,0.00,1
3.881,-3.35,-1.15,-1.10,-0.0391,0.2456,-0.3437,9.1602,0.02,0.00,0.00,1
3.901,-3.36,-1.17,-1.10,0.3437,0.2496,-0.4219,9.5781,0.02,0.00,0.00,1
3.913,-3.38,-1.16,-1.10,1.4922,0.5246,-0.7656,10.6484,0.02,0.00,0.00,1
3.931,-3.39,-1.16,-1.10,0.1523,0.5580,-0.3047,9.4609,0.02,0.00,0.00,1
