t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.011,1.6406,1.6406,-0.4648,-0.4648,-2.3398,-2.3398,-1.40,2.45,0.00,0.00,0.00,1
0.029,0.9492,1.4528,-0.2344,-0.3955,-1.0781,-2.0782,-1.40,2.44,0.00,0.00,0.00,1
0.039,-1.9609,1.1797,-0.1953,-0.3795,2.2930,-1.7285,-1.40,2.44,0.00,0.00,0.00,1
0.053,1.2578,1.1859,-0.2773,-0.3713,-1.6875,-1.7252,-1.39,2.46,0.00,0.00,0.00,1
0.070,-1.2734,1.0563,-0.0117,-0.3132,1.2617,-1.5936,-1.38,2.47,0.00,0.00,0.00,1
0.081,0.9883,1.0508,-0.0859,-0.2950,-0.9219,-1.5399,-1.38,2.46,0.00,0.00,0.00,1
0.099,2.4805,1.0393,-0.1641,-0.2410,-3.7578,-1.5140,-1.37,2.45,0.00,0.00,0.00,1
0.110,-1.8086,0.8115,0.2187,-0.2042,2.0664,-1.2275,-1.36,2.44,0.00,0.00,0.00,1
0.123,0.3359,0.7734,0.1797,-0.1735,-0.1953,-1.1450,-1.36,2.43,0.00,0.00,0.00,1
0.138,0.3359,0.6838,-0.4727,-0.1574,-0.6172,-0.9963,-1.36,2.46,0.00,0.00,0.00,1
0.151,-1.4258,0.5150,-0.0508,-0.1488,1.9883,-0.7576,-1.35,2.45,0.00,0.00,0.00,1
0.169,1.2930,0.7052,-0.0937,-0.1096,-1.5742,-0.9874,-1.34,2.45,0.00,0.00,0.00,1
0.179,-1.1172,0.5594,0.3633,-0.0718,1.6445,-0.7768,-1.33,2.44,0.00,0.00,0.00,1
0.193,-0.1992,0.4988,-0.4805,-0.1045,-0.0039,-0.7150,-1.33,2.45,0.00,0.00,0.00,1
0.209,1.2188,0.3782,-0.0195,-0.0492,-1.1914,-0.5202,-1.32,2.44,0.00,0.00,0.00,1
0.221,-2.3047,0.1636,-0.2500,-0.0652,3.0625,-0.2336,-1.31,2.45,0.00,0.00,0.00,1
0.239,0.5195,0.3232,-0.0195,-0.0300,-0.9609,-0.4186,-1.30,2.47,0.00,0.00,0.00,1
0.249,0.6367,0.3483,0.0586,-0.0229,-1.1523,-0.4773,-1.29,2.47,0.00,0.00,0.00,1
0.263,-0.8516,0.2523,0.1719,-0.0074,1.1836,-0.3445,-1.29,2.46,0.00,0.00,0.00,1
0.278,2.2070,0.2627,-0.2930,-0.0147,-3.0312,-0.3794,-1.28,2.47,0.00,0.00,0.00,1
0.291,-1.0117,0.1608,0.4336,0.0211,1.2617,-0.2481,-1.27,2.47,0.00,0.00,0.00,1
0.309,-0.5117,0.0857,0.0117,0.0562,0.9141,-0.0837,-1.27,2.48,0.00,0.00,0.00,1
0.319,0.0234,0.0807,-0.4492,0.0158,-0.2734,-0.0988,-1.27,2.49,0.00,0.00,0.00,1
0.333,-0.7812,0.0117,0.1250,0.0245,1.2227,0.0069,-1.26,2.50,0.00,0.00,0.00,1
0.349,1.3242,0.0132,0.0508,0.0369,-1.6523,0.0030,-1.25,2.48,0.00,0.00,0.00,1
0.361,-1.5078,-0.1085,0.2812,0.0564,2.1797,0.1771,-1.25,2.48,0.00,0.00,0.00,1
0.379,-1.3555,-0.1563,0.4336,0.0465,1.8359,0.2344,-1.24,2.47,0.00,0.00,0.00,1
0.390,1.2578,-0.0431,-0.1797,0.0284,-1.5352,0.0929,-1.24,2.46,0.00,0.00,0.00,1
0.403,-2.6133,-0.2487,-0.1875,0.0111,3.3281,0.3517,-1.24,2.46,0.00,0.00,0.00,1
0.419,1.9063,-0.2081,0.1562,-0.0031,-2.6914,0.2646,-1.24,2.46,0.00,0.00,0.00,1
0.431,-0.7734,-0.2533,0.1953,0.0128,0.7148,0.3006,-1.23,2.46,0.00,0.00,0.00,1
0.449,-1.9141,-0.3563,0.0039,0.0002,2.3242,0.4395,-1.23,2.44,0.00,0.00,0.00,1
0.459,2.9883,-0.0888,-0.1484,-0.0117,-4.1094,0.0756,-1.23,2.44,0.00,0.00,0.00,1
0.473,-2.0664,-0.2470,0.2734,0.0111,2.4414,0.2649,-1.23,2.42,0.00,0.00,0.00,1
0.490,0.0859,-0.2496,0.3164,0.0152,0.4883,0.3357,-1.23,2.40,0.00,0.00,0.00,1
0.501,0.4687,-0.1921,-0.3320,-0.0126,-0.8555,0.2404,-1.23,2.41,0.00,0.00,0.00,1
0.518,-1.8984,-0.4493,0.1641,0.0033,2.3555,0.5601,-1.23,2.40,0.00,0.00,0.00,1
0.529,1.7773,-0.2712,-0.0273,0.0009,-2.1250,0.3453,-1.23,2.39,0.00,0.00,0.00,1
0.543,-1.3242,-0.3554,0.3086,0.0255,1.9336,0.4724,-1.23,2.38,0.00,0.00,0.00,1
0.558,-1.8164,-0.3067,0.3086,0.0408,2.2422,0.3690,-1.23,2.37,0.00,0.00,0.00,1
0.572,1.4023,-0.1700,0.0508,0.0416,-1.5117,0.2186,-1.23,2.34,0.00,0.00,0.00,1
0.589,-1.3555,-0.1068,-0.6797,0.0070,0.9375,0.0950,-1.23,2.35,0.00,0.00,0.00,1
0.600,0.1367,-0.0874,0.1250,0.0164,-0.2500,0.0674,-1.24,2.35,0.00,0.00,0.00,1
0.613,1.3633,0.0287,0.2422,0.0345,-1.7891,-0.0811,-1.24,2.34,0.00,0.00,0.00,1
0.630,-1.7383,0.0025,0.4336,0.0705,2.3867,-0.0094,-1.24,2.32,0.00,0.00,0.00,1
0.641,1.2500,0.1023,-0.3320,0.0383,-1.5977,-0.1365,-1.25,2.32,0.00,0.00,0.00,1
0.659,0.6836,0.0956,-0.2266,0.0517,-0.9844,-0.1313,-1.25,2.31,0.00,0.00,0.00,1
0.670,-2.1523,-0.0843,-0.1406,0.0363,2.7305,0.0976,-1.25,2.32,0.00,0.00,0.00,1
0.683,2.2930,0.1059,0.3164,0.0587,-2.1328,-0.0808,-1.26,2.32,0.00,0.00,0.00,1
0.699,-0.6211,0.1918,0.2422,0.0840,0.6250,-0.2262,-1.25,2.32,0.00,0.00,0.00,1
0.711,0.1445,0.1880,-0.0273,0.0751,-0.0664,-0.2135,-1.26,2.31,0.00,0.00,0.00,1
0.729,2.4844,0.2644,-0.2578,0.0409,-3.5117,-0.3621,-1.27,2.31,0.00,0.00,0.00,1
0.739,-1.6523,0.1111,0.3164,0.0630,1.9258,-0.1791,-1.27,2.31,0.00,0.00,0.00,1
0.753,0.3750,0.1322,0.4727,0.0957,-0.1406,-0.1760,-1.28,2.30,0.00,0.00,0.00,1
0.770,-0.5039,0.1133,-0.4492,0.0543,0.3164,-0.1510,-1.28,2.31,0.00,0.00,0.00,1
0.781,-0.8477,0.0364,0.1641,0.0631,1.0469,-0.0552,-1.28,2.31,0.00,0.00,0.00,1
0.799,1.9453,0.0533,0.0586,0.0673,-2.4023,-0.0549,-1.29,2.30,0.00,0.00,0.00,1
0.810,-2.0352,-0.1138,0.2500,0.0819,2.8086,0.1742,-1.30,2.31,0.00,0.00,0.00,1
0.823,1.3711,0.0050,-0.4414,0.0400,-1.9414,0.0050,-1.30,2.30,0.00,0.00,0.00,1
0.839,1.2578,0.0508,-0.0664,0.0605,-1.1016,0.0127,-1.31,2.27,0.00,0.00,0.00,1
0.851,-2.2305,-0.1317,-0.1797,0.0413,2.8828,0.2423,-1.32,2.27,0.00,0.00,0.00,1
0.869,2.4453,0.2107,0.0898,0.0289,-3.5508,-0.2417,-1.32,2.28,0.00,0.00,0.00,1
0.879,-1.4609,0.0769,-0.0586,0.0219,1.6211,-0.0927,-1.32,2.27,0.00,0.00,0.00,1
0.893,1.1055,0.1592,-0.0586,0.0155,-1.1016,-0.1734,-1.33,2.27,0.00,0.00,0.00,1
0.909,2.5977,0.2632,0.0195,-0.0092,-3.7812,-0.3555,-1.34,2.26,0.00,0.00,0.00,1
0.921,-2.0000,0.0822,0.2891,0.0146,2.5781,-0.1209,-1.34,2.24,0.00,0.00,0.00,1
0.939,1.8008,0.0581,0.0586,-0.0039,-1.9063,-0.0538,-1.35,2.21,0.00,0.00,0.00,1
0.949,-1.3086,-0.0513,-0.7461,-0.0633,1.1211,0.0402,-1.35,2.22,0.00,0.00,0.00,1
0.963,0.3086,-0.0225,0.0977,-0.0504,-0.8320,-0.0296,-1.35,2.22,0.00,0.00,0.00,1
0.979,1.4570,0.0159,0.0586,-0.0506,-1.8672,-0.0637,-1.36,2.21,0.00,0.00,0.00,1
0.991,-2.2227,-0.1632,0.3242,-0.0206,2.8086,0.1660,-1.36,2.21,0.02,0.00,0.00,1
1.009,-0.8398,-0.0587,0.4023,-0.0149,1.4297,0.0583,-1.36,2.19,0.02,0.00,0.00,1
1.019,1.3047,0.0504,-0.2031,-0.0300,-1.4844,-0.0652,-1.36,2.17,0.02,0.00,0.00,1
1.033,-2.4414,-0.1490,-0.0859,-0.0344,3.0742,0.1860,-1.36,2.16,0.02,0.00,0.00,1
1.049,2.4531,-0.1299,0.0273,-0.0589,-3.4375,0.1116,-1.36,2.17,0.02,0.00,0.00,1
1.061,-0.9180,-0.1930,0.1406,-0.0429,0.8906,0.1739,-1.36,2.17,0.02,0.00,0.00,1
1.079,-1.4844,-0.2815,-0.0586,-0.0255,1.8516,0.3157,-1.36,2.15,0.02,0.00,0.00,1
1.090,2.7305,-0.0405,-0.1250,-0.0334,-3.9727,-0.0274,-1.36,2.14,0.02,0.00,0.00,1
1.103,-1.9063,-0.1898,0.2187,-0.0133,2.3086,0.1595,-1.36,2.13,0.02,0.00,0.00,1
1.119,0.8594,-0.1842,0.2578,-0.0168,-0.7930,0.1794,-1.36,2.10,0.02,0.00,0.00,1
1.132,-0.8711,-0.2391,-0.6641,-0.0685,0.3945,0.1966,-1.36,2.11,0.02,0.00,0.00,1
1.150,-1.1719,-0.1935,0.0977,-0.0459,1.7734,0.1709,-1.36,2.10,0.02,0.00,0.00,1
1.160,1.5508,-0.0540,0.0586,-0.0375,-1.7109,0.0203,-1.36,2.10,0.02,0.00,0.00,1
1.173,-1.8203,-0.1953,0.4023,-0.0023,2.6172,0.2281,-1.36,2.10,0.02,0.00,0.00,1
1.189,-0.7812,-0.1956,0.4805,0.0661,1.2734,0.2365,-1.36,2.08,0.02,0.00,0.00,1
1.202,0.9453,-0.1043,-0.2109,0.0439,-1.2930,0.1142,-1.36,2.06,0.02,0.00,0.00,1
1.218,-2.4258,-0.0889,-0.4414,0.0004,3.1133,0.1465,-1.36,2.06,0.02,0.00,0.00,1
1.229,1.8242,0.0642,0.2891,0.0235,-2.4414,-0.0606,-1.36,2.06,0.02,0.00,0.00,1
1.243,-0.2070,0.0425,0.2109,0.0385,0.0508,-0.0517,-1.36,2.06,0.02,0.00,0.00,1
1.260,-1.8125,-0.0734,0.0586,0.0387,2.0781,0.0670,-1.36,2.04,0.02,0.00,0.00,1
1.271,2.5977,0.1403,-0.3633,0.0066,-3.6289,-0.2286,-1.36,2.04,0.02,0.00,0.00,1
1.289,-0.4648,0.1149,-0.2500,0.0209,0.8906,-0.1272,-1.36,2.00,0.02,0.00,0.00,1
1.299,0.0000,0.1057,0.2109,0.0361,0.3555,-0.0885,-1.36,1.99,0.02,0.00,0.00,1
1.313,-0.1211,0.0876,-0.5547,-0.0112,-0.1406,-0.0927,-1.36,2.00,0.02,0.00,0.00,1
1.329,-1.3477,0.1040,0.1719,0.0227,1.6953,-0.1168,-1.35,2.00,0.02,0.00,0.00,1
1.341,1.6797,0.2301,-0.2500,0.0009,-1.9805,-0.2659,-1.35,1.99,0.02,0.00,0.00,1
1.359,1.4492,0.3216,-0.0937,-0.0364,-2.4805,-0.4367,-1.35,1.98,0.02,0.00,0.00,1
1.370,-1.3398,0.1887,0.4023,-0.0013,1.6953,-0.2661,-1.34,1.97,0.02,0.00,0.00,1
1.383,0.9609,0.2505,0.0586,0.0035,-0.8711,-0.3145,-1.35,1.95,0.00,0.00,0.00,1
1.399,-1.4922,0.2450,-0.7070,-0.0268,1.2383,-0.3299,-1.35,1.95,0.00,0.00,0.00,1
1.412,0.5000,0.2654,-0.0937,-0.0322,-0.9453,-0.3791,-1.35,1.95,0.00,0.00,0.00,1
1.430,1.3047,0.2502,-0.0195,-0.0245,-1.4453,-0.3229,-1.34,1.94,0.00,0.00,0.00,1
1.439,-1.7227,0.0924,0.3633,0.0065,2.5391,-0.0940,-1.34,1.94,0.00,0.00,0.00,1
1.453,1.6172,0.2144,-0.6328,-0.0446,-2.0977,-0.2543,-1.33,1.93,0.00,0.00,0.00,1
1.469,1.1523,0.2118,-0.3242,-0.0229,-1.2930,-0.2163,-1.32,1.90,0.00,0.00,0.00,1
1.481,-2.0664,0.0296,-0.1719,-0.0348,2.7695,0.0226,-1.32,1.89,0.00,0.00,0.00,1
1.499,2.0703,0.0751,0.0195,-0.0575,-2.8242,-0.0651,-1.30,1.91,0.00,0.00,0.00,1
1.509,-0.7266,0.0109,0.1719,-0.0392,0.7773,0.0023,-1.30,1.91,0.00,0.00,0.00,1
1.523,0.9609,0.0869,-0.2109,-0.0529,-0.9453,-0.0735,-1.30,1.89,0.00,0.00,0.00,1
1.539,1.9180,0.1396,-0.3633,-0.0641,-2.9297,-0.1802,-1.29,1.88,0.00,0.00,0.00,1
1.552,-0.8008,0.0644,0.1250,-0.0489,0.7852,-0.1029,-1.29,1.88,0.00,0.00,0.00,1
1.569,-1.2617,-0.0464,-0.0273,-0.0795,1.2813,0.0364,-1.28,1.87,0.00,0.00,0.00,1
1.579,2.1484,0.1292,-0.2187,-0.0907,-2.5859,-0.1734,-1.28,1.87,0.00,0.00,0.00,1
1.593,-2.4883,-0.0802,-0.4492,-0.1194,3.2734,0.1023,-1.27,1.88,0.00,0.00,0.00,1
1.610,0.1992,-0.0997,-0.0664,-0.0971,0.2109,0.1529,-1.26,1.86,0.00,0.00,0.00,1
1.621,-0.1133,-0.1008,0.1250,-0.0794,0.2852,0.1635,-1.25,1.86,0.00,0.00,0.00,1
1.639,-1.0313,-0.0126,0.3086,-0.0727,1.0156,0.0040,-1.24,1.87,0.00,0.00,0.00,1
1.649,0.0000,-0.0116,0.2344,-0.0481,0.3633,0.0328,-1.23,1.87,0.00,0.00,0.00,1
1.663,-0.4961,-0.0503,-0.3789,-0.0746,0.5547,0.0745,-1.23,1.88,0.00,0.00,0.00,1
1.679,0.3086,-0.0685,-0.0352,-0.1108,-0.4805,0.0741,-1.22,1.89,0.00,0.00,0.00,1
1.691,0.8047,0.0014,0.0820,-0.0954,-0.9023,-0.0040,-1.21,1.90,0.00,0.00,0.00,1
1.709,-1.2227,-0.0234,0.3008,-0.0627,2.0859,0.0830,-1.19,1.89,0.00,0.00,0.00,1
1.719,0.3477,0.0063,-0.3477,-0.0855,-0.6719,0.0226,-1.18,1.90,0.00,0.00,0.00,1
1.733,1.2266,0.1039,-0.0039,-0.0790,-1.8984,-0.1311,-1.17,1.90,0.00,0.00,0.00,1
1.749,-1.7617,-0.0021,-0.2734,-0.0890,2.4336,0.0429,-1.16,1.91,0.00,0.00,0.00,1
1.761,1.8398,0.1453,0.3008,-0.0578,-1.8594,-0.1093,-1.16,1.91,0.00,0.00,0.00,1
1.779,0.7617,0.2342,0.0352,-0.0381,-1.3203,-0.2758,-1.14,1.93,0.00,0.00,0.00,1
1.790,-0.6953,0.1599,-0.0117,-0.0360,0.9766,-0.1756,-1.14,1.92,0.00,0.00,0.00,1
1.803,0.4922,0.1864,0.0664,-0.0278,-0.5547,-0.2059,-1.13,1.92,0.00,0.00,0.00,1
1.819,-0.2734,0.2538,0.2930,-0.0320,0.3633,-0.3016,-1.12,1.95,0.00,0.00,0.00,1
1.831,-0.3516,0.2054,0.6406,0.0218,0.8242,-0.2115,-1.11,1.94,0.00,0.00,0.00,1
1.849,0.7969,0.1694,-0.2031,0.0097,-1.0547,-0.1691,-1.11,1.96,0.00,0.00,0.00,1
1.859,-1.5859,0.0290,0.1797,0.0233,2.0117,0.0053,-1.10,1.97,0.00,0.00,0.00,1
1.873,2.3984,0.2186,0.1016,0.0296,-3.3516,-0.2632,-1.10,1.98,0.00,0.00,0.00,1
1.890,-1.3633,0.1878,0.2578,0.0390,2.0117,-0.2016,-1.09,1.97,0.00,0.00,0.00,1
1.901,0.0156,0.1740,-0.3555,0.0075,-0.1719,-0.1992,-1.09,1.98,0.00,0.00,0.00,1
1.920,1.3203,0.1215,-0.0117,0.0327,-1.6289,-0.1172,-1.08,1.98,0.00,0.00,0.00,1
1.929,-2.6250,-0.0982,-0.3164,0.0048,3.4297,0.1665,-1.08,2.00,0.00,0.00,0.00,1
1.943,2.1992,0.0856,0.1797,0.0188,-2.1641,-0.0199,-1.08,2.01,0.00,0.00,0.00,1
1.959,-0.3359,0.1562,0.1328,0.0420,0.2187,-0.1497,-1.07,2.02,0.00,0.00,0.00,1
1.971,-0.1367,0.1328,-0.0977,0.0309,0.2187,-0.1202,-1.07,2.01,0.00,0.00,0.00,1
1.989,2.6602,0.1657,-0.2500,0.0188,-3.7266,-0.2061,-1.06,2.01,0.00,0.00,0.00,1
2.000,-1.4023,0.0402,0.2109,0.0341,1.5586,-0.0649,-1.06,2.01,0.00,0.00,0.00,1
2.013,0.2070,0.0536,0.5156,0.0727,0.2930,-0.0363,-1.06,2.00,0.00,0.00,0.00,1
2.029,1.8477,0.1014,-0.2891,0.0427,-2.4648,-0.1020,-1.06,2.02,0.00,0.00,0.00,1
2.041,-2.7109,-0.1236,-0.4023,0.0071,3.0547,0.1505,-1.06,2.02,0.00,0.00,0.00,1
2.060,1.3125,-0.1399,-0.0977,0.0137,-1.4297,0.1447,-1.06,2.01,0.00,0.00,0.00,1
2.070,-0.7578,-0.1893,0.3242,0.0385,1.3672,0.2425,-1.06,2.01,0.00,0.00,0.00,1
2.083,-0.9883,-0.2532,-0.1719,0.0217,1.2891,0.3262,-1.06,2.02,0.00,0.00,0.00,1
2.100,1.1563,-0.2509,0.1328,0.0529,-1.1211,0.3633,-1.06,2.02,0.00,0.00,0.00,1
2.111,-2.0586,-0.3955,-0.4414,0.0133,2.6328,0.5448,-1.06,2.04,0.00,0.00,0.00,1
2.129,0.0078,-0.4322,-0.0117,-0.0362,-0.2891,0.5047,-1.06,2.05,0.00,0.00,0.00,1
2.139,1.1953,-0.3020,0.1719,-0.0196,-1.7031,0.3281,-1.06,2.06,0.00,0.00,0.00,1
2.153,-1.3320,-0.3844,0.2109,-0.0011,1.8594,0.4506,-1.06,2.05,0.00,0.00,0.00,1
2.169,1.5781,-0.3394,-0.4023,-0.0093,-2.0898,0.4157,-1.05,2.06,0.00,0.00,0.00,1
2.181,0.0859,-0.3054,0.2109,0.0083,-0.2891,0.3593,-1.05,2.06,0.00,0.00,0.00,1
2.199,-2.2812,-0.3559,-0.2500,-0.0285,2.8906,0.4267,-1.06,2.07,0.00,0.00,0.00,1
2.210,1.8086,-0.1827,-0.2500,-0.0462,-2.2031,0.2163,-1.07,2.08,0.00,0.00,0.00,1
2.223,-2.0586,-0.3328,-0.4805,-0.0809,2.4687,0.3965,-1.06,2.08,0.00,0.00,0.00,1
2.239,1.0430,-0.2934,-0.0977,-0.0749,-1.0234,0.3621,-1.06,2.08,0.00,0.00,0.00,1
2.251,-0.4883,-0.3090,0.3242,-0.0430,1.0469,0.4169,-1.05,2.08,0.00,0.00,0.00,1
2.269,-1.6367,-0.2030,0.1328,-0.0355,2.0039,0.2461,-1.05,2.09,0.00,0.00,0.00,1
2.279,0.7734,-0.1249,0.4023,-0.0005,-0.8320,0.1599,-1.06,2.08,0.00,0.00,0.00,1
2.293,-1.0625,-0.1999,-0.4414,-0.0358,1.6953,0.2827,-1.05,2.09,0.00,0.00,0.00,1
2.309,-1.8281,-0.2867,-0.1328,-0.0791,2.4609,0.3778,-1.06,2.10,0.00,0.00,0.00,1
2.321,2.7656,-0.0425,0.4414,-0.0375,-3.7422,0.0482,-1.05,2.11,0.00,0.00,0.00,1
2.339,-1.2188,-0.0004,0.2500,-0.0356,1.7344,0.0111,-1.05,2.10,0.00,0.00,0.00,1
2.349,-0.4570,-0.0369,-0.2891,-0.0559,0.4727,0.0480,-1.05,2.12,0.00,0.00,0.00,1
2.363,2.0312,0.1286,-0.0195,-0.0530,-3.0547,-0.2002,-1.05,2.12,0.00,0.00,0.00,1
2.379,-2.1445,0.0134,-0.2109,-0.0548,2.7227,-0.0158,-1.04,2.13,0.00,0.00,0.00,1
2.391,1.8789,0.1627,0.5156,-0.0092,-2.1055,-0.1830,-1.04,2.13,0.00,0.00,0.00,1
2.409,1.3047,0.2619,0.0195,-0.0217,-1.7578,-0.3432,-1.04,2.14,0.00,0.00,0.00,1
2.420,-1.4531,0.1247,0.2500,0.0000,1.9961,-0.1561,-1.04,2.14,0.00,0.00,0.00,1
2.433,1.4570,0.2313,0.0195,0.0016,-1.7578,-0.2842,-1.04,2.15,0.00,0.00,0.00,1
2.450,-0.8477,0.2774,0.4414,0.0240,0.9297,-0.3740,-1.04,2.17,0.00,0.00,0.00,1
2.461,-0.0469,0.2515,0.5937,0.0696,0.2422,-0.3247,-1.04,2.17,0.00,0.00,0.00,1
2.480,0.3750,0.1776,-0.2891,0.0401,-0.6406,-0.2125,-1.04,2.19,0.00,0.00,0.00,1
2.489,-1.0117,0.0825,-0.0586,0.0322,1.3516,-0.0874,-1.03,2.20,0.00,0.00,0.00,1
2.503,2.1680,0.2493,0.1328,0.0402,-3.1289,-0.3307,-1.04,2.20,0.00,0.00,0.00,1
2.520,-1.3867,0.2320,0.1719,0.0380,2.0781,-0.2876,-1.04,2.19,0.00,0.00,0.00,1
2.531,-0.2070,0.1969,-0.4805,-0.0034,0.2422,-0.2452,-1.03,2.20,0.00,0.00,0.00,1
2.550,1.3320,0.1370,0.0586,0.0256,-1.2930,-0.1325,-1.04,2.19,0.00,0.00,0.00,1
2.559,-2.6953,-0.0896,-0.2109,0.0067,3.5742,0.1641,-1.04,2.21,0.00,0.00,0.00,1
2.573,-1.6992,-0.2184,-0.7930,-0.0573,1.6953,0.2866,-1.03,2.22,0.00,0.00,0.00,1
2.590,0.8672,-0.0798,0.0117,-0.0608,-1.5586,0.0313,-1.02,2.23,0.00,0.00,0.00,1
2.601,-1.2773,-0.1756,-0.1797,-0.0703,1.6602,0.1616,-1.02,2.22,0.00,0.00,0.00,1
2.619,2.3984,-0.1186,-0.4102,-0.0802,-3.2070,0.1039,-1.01,2.23,0.00,0.00,0.00,1
2.630,-1.0117,-0.1901,0.3164,-0.0485,1.2383,0.1947,-1.00,2.23,0.00,0.00,0.00,1
2.643,-0.2812,-0.1974,0.5469,-0.0009,0.9297,0.2535,-0.99,2.22,0.00,0.00,0.00,1
2.660,1.3633,-0.1888,-0.6797,-0.0741,-1.8750,0.2310,-0.98,2.25,0.00,0.00,0.00,1
2.671,-2.2383,-0.3528,-0.9102,-0.1410,2.4922,0.4119,-0.97,2.26,0.00,0.00,0.00,1
2.689,1.2891,-0.2981,0.1172,-0.1036,-1.4531,0.3313,-0.94,2.26,0.00,0.00,0.00,1
2.699,-0.7422,-0.3336,0.6172,-0.0459,1.1523,0.3970,-0.93,2.25,0.00,0.00,0.00,1
2.713,-0.9336,-0.3816,0.0430,-0.0388,1.1133,0.4543,-0.92,2.26,0.00,0.00,0.00,1
2.730,1.2578,-0.3779,0.1875,0.0439,-1.1445,0.4962,-0.91,2.25,0.00,0.00,0.00,1
2.741,-2.0742,-0.5136,-0.4961,0.0007,2.3711,0.6462,-0.91,2.26,0.00,0.00,0.00,1
2.759,-0.4375,-0.5548,-0.5781,-0.1250,0.2266,0.6182,-0.88,2.27,0.00,0.00,0.00,1
2.770,1.9766,-0.3523,-0.3555,-0.1434,-2.7617,0.3478,-0.86,2.28,0.00,0.00,0.00,1
2.783,-2.0430,-0.4876,-0.2422,-0.1513,2.9062,0.5525,-0.85,2.26,0.00,0.00,0.00,1
2.799,1.9023,-0.4278,-0.6250,-0.1735,-2.5703,0.4846,-0.82,2.27,0.00,0.00,0.00,1
2.812,-0.3125,-0.4186,0.4023,-0.1274,0.2539,0.4661,-0.80,2.26,0.00,0.00,0.00,1
2.829,-2.0742,-0.3995,0.0859,-0.0969,2.9766,0.5050,-0.76,2.27,0.00,0.00,0.00,1
2.840,1.3711,-0.2578,-0.1055,-0.0976,-1.8906,0.3133,-0.74,2.28,0.00,0.00,0.00,1
2.853,2.5586,-0.0325,0.4219,-0.0561,-3.0781,0.0420,-0.72,2.28,0.00,0.00,0.00,1
2.869,0.7578,-0.0603,0.0312,-0.0306,-0.8555,0.0649,-0.69,2.27,0.00,0.00,0.00,1
2.881,-0.8867,-0.1264,0.1875,-0.0131,1.5508,0.1837,-0.67,2.27,0.00,0.00,0.00,1
2.899,-2.3828,-0.1171,0.3789,0.0448,3.3516,0.1571,-0.64,2.27,0.00,0.00,0.00,1
2.910,1.7266,0.0304,-0.0430,0.0378,-1.9727,-0.0132,-0.63,2.25,0.00,0.00,0.00,1
2.923,-2.2578,-0.1527,-0.0820,0.0282,2.1328,0.1584,-0.61,2.25,0.00,0.00,0.00,1
2.939,1.4570,-0.1337,0.2539,0.0410,-2.1289,0.1096,-0.58,2.26,0.00,0.00,0.00,1
2.952,-0.2656,-0.1442,0.1797,0.0521,0.0195,0.1024,-0.57,2.26,0.00,0.00,0.00,1
2.970,-1.4922,-0.2159,-0.5508,0.0133,1.4414,0.2005,-0.55,2.27,0.00,0.00,0.00,1
2.979,3.0664,0.0467,0.2539,0.0325,-4.3945,-0.1671,-0.54,2.27,0.00,0.00,0.00,1
2.993,0.9297,0.1173,0.1992,0.0458,-0.9844,-0.2325,-0.52,2.25,0.00,0.00,0.00,1
3.009,1.2344,0.0917,0.1641,0.0583,-0.9102,-0.1477,-0.50,2.25,0.00,0.00,0.00,1
3.021,-0.9570,0.0078,-0.0273,0.0514,1.1602,-0.0431,-0.49,2.25,0.00,0.00,0.00,1
3.040,-0.3437,0.0159,0.2383,0.0887,0.6602,-0.0590,-0.47,2.25,0.00,0.00,0.00,1
3.049,0.3555,0.0431,0.3477,0.1094,-0.2578,-0.0749,-0.47,2.24,0.00,0.00,0.00,1
3.063,2.6055,0.2481,-0.3047,0.0763,-3.5508,-0.3529,-0.46,2.26,0.00,0.00,0.00,1
3.079,0.3477,0.1334,0.1172,0.0996,0.2031,-0.1577,-0.44,2.25,0.00,0.00,0.00,1
3.091,-0.4219,0.0890,0.0391,0.0947,0.4414,-0.1098,-0.44,2.26,0.00,0.00,0.00,1
3.110,-0.4219,-0.0090,0.0781,0.0582,0.4336,-0.0292,-0.43,2.27,0.00,0.00,0.00,1
3.119,1.3047,0.0961,0.3086,0.0783,-1.6367,-0.1578,-0.43,2.27,0.00,0.00,0.00,1
3.133,0.9961,0.1681,0.2305,0.0904,-1.0234,-0.2270,-0.42,2.27,0.00,0.00,0.00,1
3.149,0.9141,0.1168,-0.4648,0.0698,-1.5234,-0.1640,-0.42,2.27,0.00,0.00,0.00,1
3.161,1.2266,0.2055,0.2617,0.0852,-2.0195,-0.3124,-0.41,2.26,0.00,0.00,0.00,1
3.180,-1.8438,0.1337,0.1836,0.0836,2.0391,-0.2218,-0.41,2.26,0.00,0.00,0.00,1
3.189,1.2188,0.2205,-0.0078,0.0763,-1.5586,-0.3287,-0.41,2.28,0.02,0.00,0.00,1
3.203,1.1406,0.2941,0.2227,0.0880,-1.4375,-0.4174,-0.41,2.28,0.02,0.00,0.00,1
3.219,0.3008,0.2724,-0.0430,0.0875,-0.2500,-0.3888,-0.41,2.29,0.02,0.00,0.00,1
3.231,-0.0820,0.2441,0.3398,0.1076,0.4023,-0.3255,-0.41,2.28,0.02,0.00,0.00,1
