t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
12.681,3.8320,3.4418,1.0703,-0.3595,-0.9648,-0.2243,-1.81,-1.45,24.19,0.00,106.93,1
12.695,3.3203,3.4321,-2.3711,-0.5204,-0.2383,-0.2254,-1.82,-1.44,24.19,0.00,105.97,1
12.711,4.7344,3.3774,0.5117,-0.5536,-1.8750,-0.1128,-1.88,-1.40,24.19,0.00,105.01,1
12.723,0.7656,3.1685,-2.0859,-0.6762,1.9180,0.0497,-1.90,-1.37,24.19,0.00,102.39,1
12.740,5.6016,3.5494,0.7109,-0.5253,-3.6758,-0.5700,-1.94,-1.31,24.19,0.00,101.42,1
12.751,2.1680,3.4389,-1.1211,-0.5729,0.8906,-0.4531,-1.97,-1.29,24.19,0.00,102.62,1
12.765,3.7617,3.4647,0.0352,-0.5243,-0.7969,-0.4806,-2.00,-1.29,24.19,0.00,100.09,1
12.781,5.5664,3.5492,-1.1133,-0.5443,-3.9297,-0.7002,-2.04,-1.27,24.19,0.00,98.09,1
12.793,1.4531,3.3815,0.0430,-0.4973,1.7852,-0.5014,-2.05,-1.27,21.50,0.00,99.72,1
12.810,3.2695,3.2329,0.2422,-0.4151,-0.7422,-0.4346,-2.11,-1.27,21.50,0.00,97.50,1
12.821,1.3008,3.0783,-2.0937,-0.5494,1.3633,-0.2907,-2.13,-1.25,21.50,0.00,95.20,1
12.835,0.6719,2.8858,0.5195,-0.4639,2.1328,-0.0969,-2.15,-1.22,21.50,0.00,97.01,1
12.851,3.8203,2.9451,-1.8867,-0.4659,-2.2266,-0.4326,-2.20,-1.23,21.50,0.00,92.92,1
12.863,2.6250,2.9195,1.0625,-0.3436,0.0000,-0.3980,-2.21,-1.26,21.50,0.00,93.30,1
12.880,2.8008,2.8369,-0.6602,-0.3161,0.1484,-0.2606,-2.24,-1.30,21.50,0.00,93.51,1
12.891,2.0195,2.7715,-0.8516,-0.3589,1.6094,-0.1110,-2.26,-1.31,21.50,0.00,90.60,1
12.910,3.6016,2.8806,1.0703,-0.1952,-0.6094,-0.1369,-2.27,-1.32,21.50,0.00,88.95,1
12.920,3.9336,2.9648,-0.9219,-0.2533,-2.0195,-0.2876,-2.28,-1.30,21.50,0.00,89.73,1
12.933,1.8477,2.8755,0.3125,-0.2080,0.4687,-0.2270,-2.28,-1.29,21.50,0.00,86.93,1
12.950,4.2305,2.8113,0.2734,-0.0924,-2.2422,-0.1447,-2.28,-1.28,21.50,0.00,88.09,1
12.961,2.7969,2.8102,-0.2227,-0.1028,-0.9102,-0.2059,-2.29,-1.26,21.50,0.00,85.59,1
12.975,0.5195,2.6269,0.9961,-0.0149,3.6953,0.1062,-2.30,-1.26,21.50,0.00,83.71,1
12.991,3.0937,2.5054,0.1211,0.0287,-0.7891,0.2507,-2.33,-1.20,19.15,0.00,84.03,1
13.003,1.4258,2.4190,-0.0703,0.0208,1.7891,0.3738,-2.35,-1.17,19.15,0.00,81.19,1
13.020,3.5391,2.4850,0.6289,0.1366,-0.7812,0.3177,-2.39,-1.12,19.15,0.00,82.30,1
13.031,2.2578,2.4668,1.7383,0.2647,0.5312,0.3348,-2.42,-1.10,19.15,0.00,78.81,1
13.045,3.8125,2.5745,-0.6680,0.1901,-2.0820,0.1414,-2.46,-1.09,19.15,0.00,78.41,1
13.061,4.8633,2.7213,0.4219,0.2533,-2.3516,0.0236,-2.51,-1.11,19.15,0.00,78.41,1
13.073,1.1016,2.5918,1.3398,0.3402,1.8320,0.1682,-2.54,-1.11,19.15,0.00,75.84,1
13.090,5.6680,2.7011,0.2695,0.3547,-3.5742,0.0195,-2.60,-1.10,19.15,0.00,76.76,1
13.101,-0.6758,2.4310,0.3906,0.3576,4.4766,0.3760,-2.62,-1.07,19.15,0.00,76.76,1
13.115,3.4883,2.5156,-0.6445,0.2774,-0.8477,0.2781,-2.64,-1.03,19.15,0.00,73.02,1
13.130,3.3750,2.7051,-0.4453,0.0902,-0.8008,0.0017,-2.66,-0.95,19.15,0.00,72.25,1
13.143,2.7070,2.7052,0.8203,0.1486,0.7695,0.0632,-2.67,-0.92,19.15,0.00,71.54,1
13.160,1.7500,2.7463,-0.3594,0.1264,0.5469,-0.0914,-2.68,-0.86,19.15,0.00,68.70,1
13.171,3.2344,2.7853,-0.9805,0.0378,-0.7187,-0.1416,-2.68,-0.86,19.15,0.00,68.70,1
13.185,4.1406,2.8937,-0.3594,0.0060,-2.4883,-0.3293,-2.68,-0.85,16.35,0.00,67.49,1
13.201,1.7852,2.8681,-0.6758,-0.0536,0.4336,-0.4068,-2.68,-0.88,16.35,0.00,67.49,1
13.213,1.8477,2.7864,0.5977,-0.0015,-0.1445,-0.3858,-2.68,-0.89,16.35,0.00,67.54,1
13.230,4.2852,2.6512,0.5586,0.1573,-1.7148,-0.1190,-2.69,-0.91,16.35,0.00,65.46,1
13.241,-0.8281,2.3729,0.6758,0.1988,3.8789,0.2008,-2.71,-0.87,16.35,0.00,65.11,1
13.255,5.5156,2.6243,-0.6211,0.1332,-3.3594,-0.0840,-2.73,-0.84,16.35,0.00,62.40,1
13.271,2.5352,2.7190,-1.2266,0.0028,-0.0977,-0.2186,-2.78,-0.82,16.35,0.00,62.33,1
13.283,3.2539,2.7618,-0.1133,-0.0065,-0.7500,-0.2611,-2.80,-0.82,16.35,0.00,59.60,1
13.301,3.7695,2.8211,-0.5664,-0.1100,-2.5859,-0.4380,-2.84,-0.81,16.35,0.00,59.63,1
13.312,2.4883,2.7945,0.3164,-0.0759,-0.6719,-0.4567,-2.85,-0.81,16.35,0.00,59.63,1
13.325,2.4141,2.7641,-0.0664,-0.0751,-0.3945,-0.4517,-2.87,-0.84,16.35,0.00,57.61,1
13.341,-1.9844,2.5488,-0.1836,-0.1024,5.0820,-0.2106,-2.89,-0.82,16.35,0.00,57.02,1
13.353,3.7812,2.6474,-0.5586,-0.1389,-2.1211,-0.3635,-2.90,-0.81,16.35,0.00,55.18,1
13.370,3.3672,2.5929,0.2461,-0.1307,-2.4258,-0.4264,-2.90,-0.76,16.35,0.00,55.18,1
13.381,-0.5859,2.3386,-0.2539,-0.1405,3.4805,-0.1138,-2.91,-0.75,16.35,0.00,53.69,1
13.395,4.9844,2.5503,-1.0938,-0.2168,-3.6836,-0.3994,-2.91,-0.73,14.24,0.00,51.60,1
13.411,2.5156,2.5173,-0.1055,-0.1827,-1.1094,-0.4188,-2.90,-0.71,14.24,0.00,50.80,1
13.423,3.2383,2.5750,-0.7578,-0.2287,-1.4922,-0.5046,-2.89,-0.72,14.24,0.00,50.80,1
13.440,3.3594,2.6995,-0.0664,-0.2182,-2.1055,-0.7143,-2.86,-0.71,14.24,0.00,48.61,1
13.451,1.3984,2.5954,-0.0742,-0.2067,0.2695,-0.6356,-2.84,-0.73,14.24,0.00,48.61,1
13.465,1.9648,2.5450,-0.3516,-0.2183,-0.2266,-0.6029,-2.83,-0.74,14.24,0.00,48.17,1
13.481,0.4023,2.4959,0.5977,-0.1769,1.1133,-0.6831,-2.79,-0.71,14.24,0.00,45.55,1
13.493,2.3867,2.4872,0.7109,-0.1059,-0.5625,-0.6735,-2.77,-0.71,14.24,0.00,45.33,1
13.510,2.5156,2.3708,-1.2773,-0.1872,-1.0938,-0.5523,-2.75,-0.69,14.24,0.00,45.33,1
13.521,0.4219,2.2149,-0.5117,-0.2131,2.3164,-0.3228,-2.73,-0.67,14.24,0.00,41.99,1
13.535,5.4336,2.4724,-0.7500,-0.2561,-4.5859,-0.6639,-2.72,-0.66,14.24,0.00,41.99,1
13.551,0.5820,2.4477,0.3125,-0.1912,2.4687,-0.5858,-2.70,-0.67,14.24,0.00,40.89,1
13.563,1.9063,2.4043,-0.3008,-0.2000,0.8633,-0.4698,-2.69,-0.68,14.24,0.00,40.89,1
13.580,2.8125,2.4055,0.7734,-0.0200,-0.5156,-0.3754,-2.70,-0.66,14.24,0.00,38.01,1
13.591,1.2266,2.3112,-0.2227,-0.0362,0.9766,-0.2672,-2.71,-0.64,11.39,0.00,38.01,1
13.605,3.1250,2.3763,-0.6445,-0.0848,-0.9688,-0.3234,-2.71,-0.62,11.39,0.00,36.42,1
13.620,0.6055,2.3084,-0.3008,-0.0783,1.8750,-0.2344,-2.72,-0.57,11.39,0.00,36.42,1
13.633,3.5000,2.4038,-0.4609,-0.1089,-1.6875,-0.3506,-2.71,-0.55,11.39,0.00,33.88,1
13.650,5.2383,2.5634,-0.1133,-0.1352,-4.3711,-0.5987,-2.70,-0.55,11.39,0.00,33.88,1
13.661,-1.2813,2.2559,0.5352,-0.0816,4.6328,-0.1802,-2.69,-0.56,11.39,0.00,31.91,1
13.675,2.6172,2.2848,0.7266,-0.0169,-0.8477,-0.2336,-2.68,-0.56,11.39,0.00,31.91,1
13.691,0.5273,2.2097,0.8711,0.1310,2.3789,-0.0747,-2.67,-0.54,11.39,0.00,31.91,1
13.703,2.0820,2.1995,0.9414,0.1958,0.1875,-0.0537,-2.67,-0.53,11.39,0.00,28.60,1
13.720,0.7852,2.1019,-0.1992,0.1265,1.0000,-0.0526,-2.67,-0.45,11.39,0.00,28.60,1
13.731,1.5430,2.0572,0.0312,0.1189,0.6953,0.0073,-2.66,-0.39,11.39,0.00,28.60,1
13.745,5.0508,2.2967,-0.4687,0.0719,-4.8164,-0.3786,-2.66,-0.34,11.39,0.00,26.16,1
13.761,1.7344,2.2419,-0.4766,-0.0032,0.1250,-0.3407,-2.66,-0.28,11.39,0.00,26.16,1
13.773,0.8008,2.1266,-0.0156,-0.0042,1.6680,-0.1800,-2.66,-0.25,11.39,0.00,22.33,1
13.790,3.0078,2.0622,0.9414,0.1327,-2.0508,-0.1436,-2.66,-0.15,8.83,0.00,22.33,1
13.801,0.8828,1.9678,0.7969,0.1859,0.5117,-0.0912,-2.66,-0.09,8.83,0.00,22.33,1
13.815,2.3633,1.9995,0.2617,0.1919,-0.9375,-0.1589,-2.67,-0.06,8.83,0.00,22.33,1
13.830,3.6016,2.0966,0.2617,0.1207,-3.0469,-0.4191,-2.70,0.04,8.83,0.00,19.10,1
13.843,-0.2812,1.9064,0.1055,0.1195,2.6719,-0.1718,-2.70,0.06,8.83,0.00,19.10,1
13.860,3.4180,1.8827,-0.4219,0.0053,-1.8516,-0.1337,-2.73,0.13,8.83,0.00,19.10,1
13.871,0.4219,1.7658,-0.1914,-0.0104,2.0586,0.0417,-2.74,0.16,8.83,0.00,19.10,1
13.885,2.7422,1.8439,0.5742,0.0363,-1.7344,-0.1004,-2.77,0.19,8.83,0.00,19.10,1
13.900,0.9961,1.8299,0.6211,0.1003,1.4844,-0.0093,-2.80,0.26,8.83,0.00,19.10,1
13.913,0.8359,1.7503,-0.4922,0.0529,0.9180,0.0649,-2.82,0.31,8.83,0.00,13.62,1
13.930,2.4883,1.7041,0.0156,0.0325,-0.5391,0.1328,-2.87,0.36,8.83,0.00,13.62,1
13.941,0.3359,1.5947,-0.4766,-0.0082,1.9492,0.2781,-2.89,0.40,8.83,0.00,13.62,1
13.955,3.0117,1.7080,0.0312,-0.0051,-1.4219,0.1421,-2.91,0.43,8.83,0.00,13.62,1
13.971,2.3359,1.7154,0.6445,0.0749,-0.9219,0.0977,-2.95,0.50,8.83,0.00,13.62,1
13.983,1.1016,1.6663,0.3008,0.0929,0.9180,0.1633,-2.98,0.52,8.83,0.00,13.62,1
14.001,2.7578,1.6715,-0.1836,0.1068,-2.2266,0.0418,-3.01,0.55,6.30,0.00,13.62,1
14.012,2.0195,1.6993,-0.1758,0.0842,-1.1445,-0.0531,-3.08,0.63,6.30,0.00,13.62,1
14.030,-0.2187,1.4639,-0.9336,-0.0106,1.4219,0.1622,-3.13,0.68,6.30,0.00,13.62,1
14.040,2.2578,1.5274,-0.7422,-0.0691,-1.6797,0.0149,-3.15,0.71,6.30,0.00,13.62,1
14.053,-0.7383,1.3462,-1.0039,-0.1439,2.3789,0.2040,-3.18,0.73,6.30,0.00,13.62,1
14.071,1.6211,1.2452,0.0000,-0.1307,-1.8281,0.0669,-3.23,0.78,6.30,0.00,13.62,1
14.082,-0.5703,1.1000,0.1914,-0.1049,0.7344,0.1203,-3.26,0.79,6.30,0.00,13.62,1
14.095,-1.2695,0.9104,0.1250,-0.0866,1.1172,0.2001,-3.29,0.80,6.30,0.00,13.62,1
14.111,-0.5859,0.5423,0.1328,-0.0359,-0.9922,0.1946,-3.34,0.79,6.30,0.00,13.62,1
14.123,-3.1914,0.2436,-0.2812,-0.0555,1.8047,0.3234,-3.37,0.78,6.30,0.00,13.62,1
14.141,-3.2695,-0.2966,-0.4258,-0.1463,1.7305,0.4964,-3.40,0.71,6.30,0.00,13.62,1
14.152,-0.8086,-0.3375,-0.3516,-0.1627,-1.9180,0.3033,-3.42,0.66,6.30,0.00,13.62,1
14.165,-1.7266,-0.4487,-0.6094,-0.1985,-0.4609,0.2421,-3.44,0.61,6.30,0.00,13.62,1
14.180,-1.3672,-0.7855,-0.8320,-0.2653,-2.1562,0.1952,-3.49,0.55,6.30,0.00,13.62,1
14.193,-2.3242,-0.9086,-0.0664,-0.2494,-1.0469,0.0958,-3.51,0.52,3.89,0.00,13.62,1
14.211,-4.4258,-1.2631,-0.0195,-0.2086,2.2422,0.2337,-3.56,0.46,3.89,0.00,13.62,1
14.221,-1.4375,-1.2771,0.2539,-0.1716,-1.2070,0.1185,-3.58,0.44,3.89,0.00,13.62,1
14.241,-3.6875,-1.7241,-0.0117,-0.1499,1.6602,0.4792,-3.61,0.40,3.89,0.00,13.62,1
14.252,-1.7734,-1.7280,-0.3516,-0.1661,-0.2930,0.4174,-3.63,0.38,3.89,0.00,13.62,1
14.263,-3.1445,-1.8414,-0.4570,-0.1893,1.6211,0.5137,-3.64,0.37,3.89,0.00,13.62,1
14.281,-3.9961,-1.8417,-0.6094,-0.2625,1.9570,0.2878,-3.67,0.38,3.89,0.00,13.62,1
14.291,-1.4961,-1.8141,-0.6484,-0.2934,-1.2227,0.1669,-3.69,0.37,3.89,0.00,13.62,1
14.305,-1.7656,-1.8102,0.2695,-0.2483,-1.0703,0.0680,-3.71,0.38,3.89,0.00,13.62,1
14.320,-3.9102,-2.0787,0.7852,-0.1635,1.9570,0.2368,-3.73,0.39,3.89,0.00,13.62,1
14.333,-1.0742,-1.9983,1.1680,-0.0570,-2.0273,0.0557,-3.75,0.41,3.89,0.00,13.62,1
14.351,-4.2852,-2.1777,1.0586,0.1003,2.1094,0.1428,-3.79,0.42,3.89,0.00,13.62,1
14.361,-3.3281,-2.2697,0.0273,0.0945,0.1562,0.1439,-3.81,0.45,3.89,0.00,13.62,1
14.381,-1.6406,-2.1282,-0.5312,0.0314,-1.5273,-0.2284,-3.86,0.78,3.89,0.00,13.62,1
14.391,-4.8203,-2.3436,-0.7148,-0.0283,2.1484,-0.0382,-3.89,0.96,0.11,0.00,13.62,1
14.403,-0.5312,-2.1986,-0.5625,-0.0710,-2.9062,-0.2677,-3.91,1.10,0.11,0.00,0.00,1
14.421,-1.5352,-2.2039,0.1328,-0.0621,-2.4102,-0.4303,-3.95,1.41,0.11,0.00,0.00,1
14.431,-4.1719,-2.3614,0.1055,-0.0487,1.3906,-0.2846,-3.98,1.56,0.11,0.00,0.00,1
14.445,-2.1406,-2.3437,0.1797,-0.0305,-0.9453,-0.3375,-4.00,1.71,0.11,0.00,0.00,1
14.461,-2.6445,-2.2853,0.2266,-0.0163,-0.7539,-0.5340,-4.05,2.03,0.11,0.00,0.00,1
14.473,-2.8008,-2.3265,0.3477,0.0128,0.3555,-0.4628,-4.07,2.15,0.11,0.00,0.00,1
14.492,-1.2227,-2.3096,-0.6758,-0.0653,-1.7422,-0.4851,-4.12,2.44,0.11,0.00,0.00,1
14.501,-4.6680,-2.4983,-0.9375,-0.1351,2.5078,-0.2457,-4.14,2.57,0.11,0.00,0.00,1
14.520,-0.9844,-2.5087,-0.5859,-0.2161,-1.8203,-0.2253,-4.17,2.82,0.11,0.00,0.00,1
14.531,-3.6328,-2.5986,-0.4687,-0.2364,1.7422,-0.0679,-4.19,2.95,0.11,0.00,0.00,1
14.543,-3.5273,-2.6729,-0.3867,-0.2484,1.3594,0.0462,-4.20,3.10,0.11,0.00,0.00,1
14.560,-1.5664,-2.6996,0.1875,-0.1699,-0.6641,0.1740,-4.23,3.35,0.11,0.00,0.00,1
14.571,-3.9805,-2.8021,-0.0430,-0.1598,1.8672,0.3095,-4.25,3.49,0.11,0.00,0.00,1
14.585,-3.5977,-2.8657,-0.5312,-0.1895,1.2227,0.3825,-4.27,3.63,0.00,0.00,0.00,1
14.601,-1.1055,-2.6405,-0.1406,-0.1736,-1.6563,0.1229,-4.29,3.86,0.00,0.00,0.00,1
14.613,-2.5937,-2.6367,-0.5547,-0.2041,0.6406,0.1643,-4.30,3.96,0.00,0.00,0.00,1
14.631,0.6328,-2.4649,-0.8203,-0.2798,-3.4570,0.0451,-4.31,4.16,0.00,0.00,0.00,1
14.641,-2.5859,-2.4746,-0.2852,-0.2802,0.7617,0.1024,-4.32,4.26,0.00,0.00,0.00,1
14.655,-2.1875,-2.4516,-0.0547,-0.2622,1.3750,0.2042,-4.32,4.34,0.00,0.00,0.00,1
14.671,-0.0781,-2.3047,-0.4375,-0.2667,-1.8438,0.1829,-4.33,4.54,0.00,0.00,0.00,1
14.683,-4.2852,-2.4631,-0.5469,-0.2891,3.4375,0.4432,-4.33,4.63,0.00,0.00,0.00,1
14.701,-0.7930,-2.3791,-0.2773,-0.2732,-0.5859,0.4401,-4.33,4.79,0.00,0.00,0.00,1
14.711,-2.3555,-2.3772,-0.1250,-0.2614,1.1758,0.4990,-4.33,4.87,0.00,0.00,0.00,1
14.731,-3.9531,-2.5629,-0.0117,-0.2765,2.9023,0.7868,-4.32,5.03,0.00,0.00,0.00,1
14.741,-0.6836,-2.4126,-0.3164,-0.2797,-1.1211,0.6341,-4.32,5.09,0.00,0.00,0.00,1
14.753,-3.9766,-2.5377,-0.9297,-0.3317,2.5937,0.7909,-4.31,5.18,0.00,0.00,0.00,1
14.771,-2.9258,-2.6177,-0.2773,-0.3627,1.3594,0.8478,-4.29,5.32,0.00,0.00,0.00,1
14.781,0.2227,-2.3905,0.1055,-0.3253,-3.0469,0.5362,-4.28,5.40,0.00,0.00,0.00,1
14.795,-0.6211,-2.2489,0.0664,-0.2939,-1.5117,0.3724,-4.27,5.45,0.00,0.00,0.00,1
14.812,-1.1328,-2.2621,-0.6602,-0.2910,-1.5898,0.3579,-4.24,5.59,0.00,0.00,0.00,1
14.823,-0.9727,-2.1589,-0.2109,-0.2846,-2.1250,0.1593,-4.23,5.66,0.00,0.00,0.00,1
14.840,-3.7227,-2.1792,-0.2109,-0.2698,1.5430,0.1383,-4.20,5.78,0.00,0.00,0.00,1
14.851,-0.2227,-2.0226,-0.2109,-0.2651,-2.3633,-0.0618,-4.19,5.83,0.00,0.00,0.00,1
14.865,-0.5977,-1.9086,-0.1016,-0.2520,-2.2852,-0.2397,-4.17,5.89,0.00,0.00,0.00,1
14.880,-1.5000,-1.9655,-0.2539,-0.2376,-0.7148,-0.2169,-4.14,5.98,0.00,0.00,0.00,1
14.893,-2.7187,-2.0257,-0.1797,-0.2330,0.9609,-0.1227,-4.12,6.03,0.00,0.00,0.00,1
14.911,-4.7344,-2.0358,0.2734,-0.1773,3.0312,-0.1994,-4.09,6.12,0.00,0.00,0.00,1
14.921,-0.9727,-1.9508,-0.0273,-0.1653,-1.2617,-0.2844,-4.08,6.16,0.00,0.00,0.00,1
14.935,-0.5352,-1.8375,0.0508,-0.1481,-1.8359,-0.4085,-4.07,6.22,0.00,0.00,0.00,1
14.951,-1.9844,-1.9587,0.1953,-0.1459,-0.3008,-0.2827,-4.04,6.34,0.00,0.00,0.00,1
14.963,-1.0156,-1.8833,0.2734,-0.1124,-1.8047,-0.4045,-4.02,6.39,0.00,0.00,0.00,1
14.980,-3.7148,-1.9846,0.1133,-0.0777,2.2266,-0.2232,-3.99,6.47,0.00,0.00,0.00,1
14.991,0.6914,-1.7705,-0.0781,-0.0777,-3.6367,-0.4963,-3.98,6.50,0.00,0.00,0.00,1
15.005,-2.2422,-1.8083,0.1875,-0.0565,0.7305,-0.3981,-3.96,6.63,0.00,0.00,0.00,1
15.021,-2.1055,-1.8318,0.1523,-0.0443,0.2266,-0.3410,-3.95,6.85,0.00,0.00,0.00,1
15.033,-2.1719,-1.8590,-0.3867,-0.0717,-0.0820,-0.3203,-3.94,6.96,0.00,0.00,0.00,1
15.051,-3.0781,-1.8436,0.0742,-0.0381,1.8359,-0.2429,-3.92,7.15,0.00,0.00,0.00,1
15.061,-0.7695,-1.7576,0.1133,-0.0259,-1.1133,-0.3126,-3.92,7.23,0.00,0.00,0.00,1
15.075,-1.3750,-1.7270,-0.4336,-0.0586,-0.8008,-0.3516,-3.90,7.32,0.00,0.00,0.00,1
15.091,-2.8906,-1.7660,0.4180,-0.0135,1.7656,-0.2716,-3.89,7.46,0.00,0.00,0.00,1
15.103,-0.5078,-1.6654,0.1055,-0.0040,-1.3750,-0.3599,-3.89,7.52,0.00,0.00,0.00,1
15.120,-4.1406,-1.6876,-0.5469,-0.0509,3.1836,-0.2584,-3.88,7.63,0.00,0.00,0.00,1
15.131,-0.8398,-1.6198,0.4492,-0.0109,-1.0313,-0.3202,-3.88,7.68,0.00,0.00,0.00,1
15.145,-1.5898,-1.6174,0.0742,-0.0041,-0.3789,-0.3249,-3.88,7.74,0.00,0.00,0.00,1
15.161,-3.4102,-1.7637,-0.2031,-0.0234,2.0352,-0.1154,-3.87,7.84,0.00,0.00,0.00,1
15.173,1.3008,-1.5185,-0.3945,-0.0531,-4.1328,-0.4367,-3.86,7.89,0.00,0.00,0.00,1
15.190,-2.1641,-1.5622,-0.2422,-0.0594,0.6953,-0.3025,-3.85,7.95,0.00,0.00,0.00,1
15.201,-1.5820,-1.5638,-0.0508,-0.0588,0.0820,-0.2718,-3.85,7.97,0.00,0.00,0.00,1
15.215,-2.4609,-1.6356,-0.2031,-0.0703,1.0391,-0.1669,-3.85,8.01,0.00,0.00,0.00,1
15.231,-3.5195,-1.6406,-0.0117,-0.0521,2.3789,-0.1473,-3.84,8.07,0.00,0.00,0.00,1
15.243,-0.4375,-1.5444,-0.1641,-0.0611,-1.4453,-0.2512,-3.84,8.10,0.00,0.00,0.00,1
15.261,-0.7461,-1.4700,-0.0859,-0.0959,-1.8281,-0.4031,-3.82,8.19,0.00,0.00,0.00,1
15.272,-2.8750,-1.5824,0.1797,-0.0739,1.7344,-0.2321,-3.81,8.20,0.00,0.00,0.00,1
15.285,-3.4805,-1.7343,-0.1719,-0.0817,1.9648,-0.0564,-3.80,8.22,0.00,0.00,0.00,1
15.300,-3.3867,-1.7348,-0.5469,-0.1313,2.2812,-0.0052,-3.78,8.27,0.00,0.00,0.00,1
15.313,-0.4687,-1.6335,0.1719,-0.1071,-1.5586,-0.1295,-3.77,8.28,0.00,0.00,0.00,1
15.332,-1.7539,-1.6356,0.0898,-0.0961,0.2734,-0.0840,-3.74,8.33,0.00,0.00,0.00,1
15.341,-3.2773,-1.7670,-0.2578,-0.1090,1.9258,0.0768,-3.73,8.36,0.00,0.00,0.00,1
15.355,-2.5117,-1.8265,0.0898,-0.0931,0.7031,0.1269,-3.71,8.39,0.00,0.00,0.00,1
15.371,-2.0312,-1.8450,-0.3789,-0.1083,0.5469,0.1860,-3.68,8.41,0.00,0.00,0.00,1
15.383,-1.7148,-1.8346,0.2734,-0.0777,0.2031,0.1873,-3.67,8.42,0.00,0.00,0.00,1
15.401,0.5508,-1.7247,0.3867,-0.0486,-2.9766,0.0538,-3.64,8.45,0.00,0.00,0.00,1
15.412,-3.6445,-1.8783,-0.0430,-0.0482,2.4922,0.2489,-3.63,8.46,0.00,0.00,0.00,1
15.425,-2.4883,-1.9271,0.2266,-0.0262,1.3516,0.3371,-3.61,8.47,0.00,0.00,0.00,1
15.440,0.0156,-1.7900,-0.2031,-0.0611,-2.7070,0.0895,-3.58,8.52,0.00,0.00,0.00,1
15.453,-2.7656,-1.8680,0.4102,-0.0234,1.6992,0.2182,-3.56,8.53,0.00,0.00,0.00,1
15.472,0.1953,-1.8190,0.1055,-0.0347,-2.0586,0.1874,-3.54,8.53,0.00,0.00,0.00,1
15.481,-2.7852,-1.8963,-0.7383,-0.0910,1.2695,0.2739,-3.53,8.55,0.00,0.00,0.00,1
15.495,-0.2109,-1.7615,-0.0977,-0.0915,-2.0664,0.0867,-3.51,8.55,0.00,0.00,0.00,1
15.511,-0.8789,-1.7562,0.1328,-0.0711,-0.5703,0.1436,-3.48,8.57,0.00,0.00,0.00,1
15.523,-2.7461,-1.8354,0.3555,-0.0370,1.8438,0.2796,-3.47,8.59,0.00,0.00,0.00,1
15.541,-2.4648,-1.8283,0.6719,0.0402,1.8828,0.3261,-3.44,8.61,0.00,0.00,0.00,1
15.552,-0.6953,-1.7376,-0.0273,0.0348,-0.4570,0.2634,-3.43,8.60,0.00,0.00,0.00,1
15.565,-0.2266,-1.6167,-0.1406,0.0208,-1.5664,0.1170,-3.42,8.61,0.00,0.00,0.00,1
15.581,0.2891,-1.5868,0.0430,-0.0209,-2.6016,0.0577,-3.40,8.63,0.00,0.00,0.00,1
15.593,-2.5703,-1.6655,-0.1133,-0.0283,1.1523,0.1453,-3.39,8.63,0.00,0.00,0.00,1
15.611,-2.5625,-1.7412,0.0039,-0.0093,1.1133,0.2709,-3.36,8.66,0.00,0.00,0.00,1
15.621,1.0000,-1.5219,0.0742,-0.0026,-3.6797,-0.0451,-3.35,8.67,0.00,0.00,0.00,1
15.635,-0.6328,-1.4507,0.3086,0.0223,-0.6875,-0.0965,-3.34,8.67,0.00,0.00,0.00,1
15.651,0.1602,-1.4471,0.2266,0.0571,-1.6445,-0.0465,-3.33,8.68,0.00,0.00,0.00,1
15.663,-2.8203,-1.5570,-0.4648,0.0154,1.4961,0.0769,-3.32,8.69,0.00,0.00,0.00,1
15.681,-1.9727,-1.5423,-0.0430,0.0150,0.8398,0.0564,-3.32,8.71,0.00,0.00,0.00,1
15.691,-0.8828,-1.4896,-0.0820,0.0073,-0.6094,0.0031,-3.31,8.72,0.00,0.00,0.00,1
15.705,1.2227,-1.2726,-0.2734,-0.0152,-3.9102,-0.3099,-3.31,8.74,0.00,0.00,0.00,1
15.721,-1.5859,-1.3779,0.2930,0.0356,0.6484,-0.1452,-3.30,8.75,0.00,0.00,0.00,1
15.733,-0.9375,-1.3427,0.2266,0.0509,-0.3789,-0.1639,-3.30,8.76,0.00,0.00,0.00,1
15.751,-2.9805,-1.4264,0.4102,0.0833,2.2656,-0.0334,-3.30,8.77,0.00,0.00,0.00,1
15.761,1.2031,-1.2160,0.4922,0.1160,-3.1367,-0.2816,-3.30,8.77,0.00,0.00,0.00,1
15.775,-0.5508,-1.1628,0.0664,0.1121,-0.5703,-0.3047,-3.31,8.76,0.00,0.00,0.00,1
15.791,-1.5703,-1.2768,-0.2344,0.1098,0.8398,-0.0438,-3.32,8.76,0.00,0.00,0.00,1
15.803,0.2070,-1.1581,0.0039,0.1013,-1.3438,-0.1478,-3.34,8.76,0.00,0.00,0.00,1
15.821,-3.0117,-1.2172,-0.5312,0.0007,2.4180,0.0146,-3.36,8.79,0.00,0.00,0.00,1
15.831,-0.2852,-1.1426,-0.0742,-0.0053,-0.9922,-0.0660,-3.36,8.81,0.00,0.00,0.00,1
15.845,-0.6602,-1.1040,0.4258,0.0292,-0.7617,-0.1216,-3.36,8.83,0.00,0.00,0.00,1
15.862,-1.3008,-1.1236,0.1562,0.0651,0.5039,-0.0764,-3.37,8.86,0.00,0.00,0.00,1
